Title: The Aligned Orbit of WASP-148b, the Only Known Hot Jupiter with a Nearby
       Warm Jupiter Companion, from NEID and HIRES 
Authors: Wang, X.-Y., Rice, M., Wang, S., Pu, B., Stefánsson, G., Mahadevan, S.,
         Radzon, B., Giacalone, S., Wu, Z.-Y., Esposito, T. M., Dalba, P. A.,
         Avsar, A., Holden, B., Skiff, B., Polakis, T., Voeller, K., Logsdon, S. E.,
         Klusmeyer, J., Schweiker, H., Wu, D.-H., Beard, C., Dai, F., Lubin, J.,
         Weiss, L. M., Bender, C. F., Blake, C. H., Dressing, C. D., Halverson, S.,
         Hearty, F., Howard, A. W., Huber, D., Isaacson, H., Jackman, J. A. G.,
         Llama, J., McElwain, M. W., Rajagopal, J., Roy, A., Robertson, P.,
         Schwab, C., Shkolnik, E. L., Wright, J., & Laughlin, G. 
Figure: Photometric transit observations of WASP-148
================================================================================
Byte-by-byte Description of file: wasp148lcmrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1- 14 F14.6  d       BJD     Barcentric Julian Date; TBD
  16- 22 F6.5   m/s     NFlux   Normalized flux
  24- 30 F6.5   m/s   e_NFlux   Uncertainty in NFlux
  32- 44 A13    ---     Inst    Instrument used
--------------------------------------------------------------------------------
2459374.79591  0.9997  0.0031  42-inch Hall 
2459374.79619  0.9983  0.0031  42-inch Hall 
2459374.79647  1.0012  0.0031  42-inch Hall 
2459374.79674  0.9982  0.0031  42-inch Hall 
2459374.79702  0.9990  0.0031  42-inch Hall 
2459374.79730  0.9984  0.0031  42-inch Hall 
2459374.79758  0.9979  0.0031  42-inch Hall 
2459374.79786  1.0015  0.0031  42-inch Hall 
2459374.79814  0.9997  0.0031  42-inch Hall 
2459374.79842  0.9995  0.0031  42-inch Hall 
2459374.79870  0.9979  0.0031  42-inch Hall 
2459374.79898  0.9983  0.0031  42-inch Hall 
2459374.79926  0.9973  0.0031  42-inch Hall 
2459374.79954  0.9994  0.0031  42-inch Hall 
2459374.79981  0.9996  0.0031  42-inch Hall 
2459374.80009  0.9990  0.0031  42-inch Hall 
2459374.80037  0.9984  0.0031  42-inch Hall 
2459374.80065  0.9998  0.0031  42-inch Hall 
2459374.80093  1.0008  0.0031  42-inch Hall 
2459374.80121  0.9989  0.0031  42-inch Hall 
2459374.80149  0.9989  0.0031  42-inch Hall 
2459374.80177  1.0010  0.0031  42-inch Hall 
2459374.80213  1.0016  0.0031  42-inch Hall 
2459374.80242  0.9994  0.0031  42-inch Hall 
2459374.80269  0.9975  0.0031  42-inch Hall 
2459374.80297  1.0004  0.0031  42-inch Hall 
2459374.80325  1.0018  0.0031  42-inch Hall 
2459374.80353  0.9998  0.0031  42-inch Hall 
2459374.80381  0.9981  0.0031  42-inch Hall 
2459374.80409  1.0011  0.0031  42-inch Hall 
2459374.80437  1.0012  0.0031  42-inch Hall 
2459374.80464  1.0018  0.0031  42-inch Hall 
2459374.80492  1.0011  0.0031  42-inch Hall 
2459374.80520  1.0014  0.0031  42-inch Hall 
2459374.80548  1.0011  0.0031  42-inch Hall 
2459374.80576  1.0023  0.0031  42-inch Hall 
2459374.80603  0.9997  0.0031  42-inch Hall 
2459374.80631  1.0021  0.0031  42-inch Hall 
2459374.80660  0.9973  0.0031  42-inch Hall 
2459374.80687  1.0003  0.0031  42-inch Hall 
2459374.80715  1.0030  0.0031  42-inch Hall 
2459374.80743  0.9993  0.0031  42-inch Hall 
2459374.80771  0.9981  0.0031  42-inch Hall 
2459374.80800  0.9993  0.0031  42-inch Hall 
2459374.80827  1.0014  0.0031  42-inch Hall 
2459374.80855  0.9982  0.0031  42-inch Hall 
2459374.80883  1.0026  0.0031  42-inch Hall 
2459374.80911  0.9996  0.0031  42-inch Hall 
2459374.80939  0.9987  0.0031  42-inch Hall 
2459374.80967  1.0022  0.0031  42-inch Hall 
2459374.80995  0.9988  0.0031  42-inch Hall 
2459374.81022  1.0037  0.0031  42-inch Hall 
2459374.81050  0.9999  0.0031  42-inch Hall 
2459374.81078  1.0017  0.0031  42-inch Hall 
2459374.81106  1.0013  0.0031  42-inch Hall 
2459374.81134  0.9978  0.0031  42-inch Hall 
2459374.81162  1.0004  0.0031  42-inch Hall 
2459374.81190  1.0026  0.0031  42-inch Hall 
2459374.81218  1.0006  0.0031  42-inch Hall 
2459374.81246  1.0002  0.0031  42-inch Hall 
2459374.81273  1.0024  0.0031  42-inch Hall 
2459374.81301  0.9987  0.0031  42-inch Hall 
2459374.81329  0.9998  0.0031  42-inch Hall 
2459374.81357  1.0010  0.0031  42-inch Hall 
2459374.81385  0.9992  0.0031  42-inch Hall 
2459374.81413  1.0014  0.0031  42-inch Hall 
2459374.81441  1.0011  0.0031  42-inch Hall 
2459374.81468  1.0000  0.0031  42-inch Hall 
2459374.81496  1.0025  0.0031  42-inch Hall 
2459374.81524  1.0022  0.0031  42-inch Hall 
2459374.81552  1.0004  0.0031  42-inch Hall 
2459374.81580  1.0029  0.0031  42-inch Hall 
2459374.81608  1.0002  0.0031  42-inch Hall 
2459374.81636  1.0007  0.0031  42-inch Hall 
2459374.81664  0.9984  0.0031  42-inch Hall 
2459374.81692  0.9992  0.0031  42-inch Hall 
2459374.81719  1.0003  0.0031  42-inch Hall 
2459374.81747  1.0030  0.0031  42-inch Hall 
2459374.81775  0.9989  0.0031  42-inch Hall 
2459374.81803  1.0011  0.0031  42-inch Hall 
2459374.81831  0.9963  0.0031  42-inch Hall 
2459374.81859  0.9990  0.0031  42-inch Hall 
2459374.81887  0.9999  0.0031  42-inch Hall 
2459374.81915  1.0006  0.0031  42-inch Hall 
2459374.81943  1.0006  0.0031  42-inch Hall 
2459374.81971  1.0012  0.0031  42-inch Hall 
2459374.81998  1.0036  0.0031  42-inch Hall 
2459374.82027  1.0024  0.0031  42-inch Hall 
2459374.82055  1.0031  0.0031  42-inch Hall 
2459374.82083  1.0056  0.0031  42-inch Hall 
2459374.82111  1.0015  0.0031  42-inch Hall 
2459374.82138  1.0015  0.0031  42-inch Hall 
2459374.82166  1.0030  0.0031  42-inch Hall 
2459374.82194  1.0011  0.0031  42-inch Hall 
2459374.82222  1.0032  0.0031  42-inch Hall 
2459374.82250  1.0020  0.0031  42-inch Hall 
2459374.82278  1.0005  0.0031  42-inch Hall 
2459374.82306  1.0017  0.0031  42-inch Hall 
2459374.82334  1.0002  0.0031  42-inch Hall 
2459374.82362  1.0007  0.0031  42-inch Hall 
2459374.82390  1.0010  0.0031  42-inch Hall 
2459374.82418  0.9980  0.0031  42-inch Hall 
2459374.82446  0.9992  0.0031  42-inch Hall 
2459374.82474  0.9992  0.0031  42-inch Hall 
2459374.82502  1.0026  0.0031  42-inch Hall 
2459374.82530  1.0026  0.0031  42-inch Hall 
2459374.82557  0.9983  0.0031  42-inch Hall 
2459374.82585  0.9974  0.0031  42-inch Hall 
2459374.82613  0.9986  0.0031  42-inch Hall 
2459374.82641  1.0037  0.0031  42-inch Hall 
2459374.82669  0.9991  0.0031  42-inch Hall 
2459374.82697  1.0014  0.0031  42-inch Hall 
2459374.82725  1.0016  0.0031  42-inch Hall 
2459374.82753  1.0055  0.0031  42-inch Hall 
2459374.82781  0.9999  0.0031  42-inch Hall 
2459374.82809  1.0003  0.0031  42-inch Hall 
2459374.82837  0.9970  0.0031  42-inch Hall 
2459374.82864  0.9992  0.0031  42-inch Hall 
2459374.82892  1.0024  0.0031  42-inch Hall 
2459374.82920  1.0044  0.0031  42-inch Hall 
2459374.82948  0.9992  0.0031  42-inch Hall 
2459374.82976  0.9995  0.0031  42-inch Hall 
2459374.83004  0.9996  0.0031  42-inch Hall 
2459374.83032  0.9991  0.0031  42-inch Hall 
2459374.83060  1.0024  0.0031  42-inch Hall 
2459374.83087  1.0016  0.0031  42-inch Hall 
2459374.83115  1.0004  0.0031  42-inch Hall 
2459374.83143  0.9996  0.0031  42-inch Hall 
2459374.83171  1.0035  0.0031  42-inch Hall 
2459374.83199  1.0015  0.0031  42-inch Hall 
2459374.83227  0.9996  0.0031  42-inch Hall 
2459374.83255  0.9990  0.0031  42-inch Hall 
2459374.83282  1.0041  0.0031  42-inch Hall 
2459374.83310  0.9980  0.0031  42-inch Hall 
2459374.83338  0.9986  0.0031  42-inch Hall 
2459374.83366  1.0012  0.0031  42-inch Hall 
2459374.83394  1.0010  0.0031  42-inch Hall 
2459374.83422  0.9980  0.0031  42-inch Hall 
2459374.83450  1.0000  0.0031  42-inch Hall 
2459374.83478  0.9987  0.0031  42-inch Hall 
2459374.83505  0.9998  0.0031  42-inch Hall 
2459374.83533  1.0001  0.0031  42-inch Hall 
2459374.83565  1.0024  0.0031  42-inch Hall 
2459374.83593  1.0021  0.0031  42-inch Hall 
2459374.83621  0.9979  0.0031  42-inch Hall 
2459374.83649  1.0017  0.0031  42-inch Hall 
2459374.83677  1.0015  0.0031  42-inch Hall 
2459374.83705  0.9982  0.0031  42-inch Hall 
2459374.83732  0.9987  0.0031  42-inch Hall 
2459374.83760  1.0028  0.0031  42-inch Hall 
2459374.83788  0.9977  0.0031  42-inch Hall 
2459374.83816  0.9967  0.0031  42-inch Hall 
2459374.83844  0.9997  0.0031  42-inch Hall 
2459374.83872  0.9982  0.0031  42-inch Hall 
2459374.83900  0.9963  0.0031  42-inch Hall 
2459374.83928  0.9988  0.0031  42-inch Hall 
2459374.83956  0.9997  0.0031  42-inch Hall 
2459374.83983  0.9981  0.0031  42-inch Hall 
2459374.84011  0.9965  0.0031  42-inch Hall 
2459374.84039  0.9985  0.0031  42-inch Hall 
2459374.84067  0.9974  0.0031  42-inch Hall 
2459374.84095  0.9981  0.0031  42-inch Hall 
2459374.84123  0.9987  0.0031  42-inch Hall 
2459374.84150  0.9966  0.0031  42-inch Hall 
2459374.84178  0.9971  0.0031  42-inch Hall 
2459374.84206  0.9977  0.0031  42-inch Hall 
2459374.84234  0.9976  0.0031  42-inch Hall 
2459374.84262  0.9994  0.0031  42-inch Hall 
2459374.84289  0.9990  0.0031  42-inch Hall 
2459374.84317  0.9974  0.0031  42-inch Hall 
2459374.84345  0.9964  0.0031  42-inch Hall 
2459374.84373  0.9972  0.0031  42-inch Hall 
2459374.84401  0.9968  0.0031  42-inch Hall 
2459374.84429  0.9950  0.0031  42-inch Hall 
2459374.84457  0.9945  0.0031  42-inch Hall 
2459374.84485  0.9965  0.0031  42-inch Hall 
2459374.84513  0.9984  0.0031  42-inch Hall 
2459374.84540  0.9960  0.0031  42-inch Hall 
2459374.84568  0.9953  0.0031  42-inch Hall 
2459374.84596  0.9935  0.0031  42-inch Hall 
2459374.84624  0.9964  0.0031  42-inch Hall 
2459374.84652  0.9963  0.0031  42-inch Hall 
2459374.84679  0.9962  0.0031  42-inch Hall 
2459374.84707  0.9980  0.0031  42-inch Hall 
2459374.84735  0.9975  0.0031  42-inch Hall 
2459374.84763  0.9945  0.0031  42-inch Hall 
2459374.84791  0.9902  0.0031  42-inch Hall 
2459374.84819  0.9940  0.0031  42-inch Hall 
2459374.84846  0.9914  0.0031  42-inch Hall 
2459374.84874  0.9944  0.0031  42-inch Hall 
2459374.84902  0.9955  0.0031  42-inch Hall 
2459374.84930  0.9918  0.0031  42-inch Hall 
2459374.84958  0.9932  0.0031  42-inch Hall 
2459374.84986  0.9932  0.0031  42-inch Hall 
2459374.85014  0.9935  0.0031  42-inch Hall 
2459374.85042  0.9942  0.0031  42-inch Hall 
2459374.85070  0.9936  0.0031  42-inch Hall 
2459374.85098  0.9952  0.0031  42-inch Hall 
2459374.85125  0.9911  0.0031  42-inch Hall 
2459374.85153  0.9942  0.0031  42-inch Hall 
2459374.85181  0.9909  0.0031  42-inch Hall 
2459374.85209  0.9947  0.0031  42-inch Hall 
2459374.85237  0.9934  0.0031  42-inch Hall 
2459374.85265  0.9886  0.0031  42-inch Hall 
2459374.85293  0.9971  0.0031  42-inch Hall 
2459374.85320  0.9960  0.0031  42-inch Hall 
2459374.85348  0.9934  0.0031  42-inch Hall 
2459374.85376  0.9931  0.0031  42-inch Hall 
2459374.85404  0.9907  0.0031  42-inch Hall 
2459374.85432  0.9922  0.0031  42-inch Hall 
2459374.85460  0.9894  0.0031  42-inch Hall 
2459374.85487  0.9940  0.0031  42-inch Hall 
2459374.85515  0.9905  0.0031  42-inch Hall 
2459374.85543  0.9949  0.0031  42-inch Hall 
2459374.85571  0.9906  0.0031  42-inch Hall 
2459374.85599  0.9918  0.0031  42-inch Hall 
2459374.85627  0.9925  0.0031  42-inch Hall 
2459374.85655  0.9923  0.0031  42-inch Hall 
2459374.85682  0.9911  0.0031  42-inch Hall 
2459374.85710  0.9910  0.0031  42-inch Hall 
2459374.85738  0.9918  0.0031  42-inch Hall 
2459374.85766  0.9921  0.0031  42-inch Hall 
2459374.85794  0.9910  0.0031  42-inch Hall 
2459374.85822  0.9921  0.0031  42-inch Hall 
2459374.85850  0.9959  0.0031  42-inch Hall 
2459374.85878  0.9917  0.0031  42-inch Hall 
2459374.85906  0.9931  0.0031  42-inch Hall 
2459374.85934  0.9929  0.0031  42-inch Hall 
2459374.85961  0.9914  0.0031  42-inch Hall 
2459374.85989  0.9906  0.0031  42-inch Hall 
2459374.86017  0.9954  0.0031  42-inch Hall 
2459374.86045  0.9934  0.0031  42-inch Hall 
2459374.86073  0.9925  0.0031  42-inch Hall 
2459374.86101  0.9950  0.0031  42-inch Hall 
2459374.86128  0.9908  0.0031  42-inch Hall 
2459374.86157  0.9954  0.0031  42-inch Hall 
2459374.86184  0.9946  0.0031  42-inch Hall 
2459374.86212  0.9936  0.0031  42-inch Hall 
2459374.86240  0.9914  0.0031  42-inch Hall 
2459374.86268  0.9935  0.0031  42-inch Hall 
2459374.86296  0.9941  0.0031  42-inch Hall 
2459374.86323  0.9933  0.0031  42-inch Hall 
2459374.86351  0.9943  0.0031  42-inch Hall 
2459374.86379  0.9911  0.0031  42-inch Hall 
2459374.86407  0.9944  0.0031  42-inch Hall 
2459374.86435  0.9958  0.0031  42-inch Hall 
2459374.86463  0.9904  0.0031  42-inch Hall 
2459374.86491  0.9917  0.0031  42-inch Hall 
2459374.86518  0.9950  0.0031  42-inch Hall 
2459374.86546  0.9954  0.0031  42-inch Hall 
2459374.86574  0.9916  0.0031  42-inch Hall 
2459374.86602  0.9895  0.0031  42-inch Hall 
2459374.86630  0.9918  0.0031  42-inch Hall 
2459374.86658  0.9936  0.0031  42-inch Hall 
2459374.86686  0.9939  0.0031  42-inch Hall 
2459374.86714  0.9936  0.0031  42-inch Hall 
2459374.86741  0.9972  0.0031  42-inch Hall 
2459374.86770  0.9900  0.0031  42-inch Hall 
2459374.86797  0.9917  0.0031  42-inch Hall 
2459374.86825  0.9937  0.0031  42-inch Hall 
2459374.86853  0.9902  0.0031  42-inch Hall 
2459374.86881  0.9976  0.0031  42-inch Hall 
2459374.86913  0.9903  0.0031  42-inch Hall 
2459374.86941  0.9930  0.0031  42-inch Hall 
2459374.86969  0.9935  0.0031  42-inch Hall 
2459374.86996  0.9945  0.0031  42-inch Hall 
2459374.87024  0.9920  0.0031  42-inch Hall 
2459374.87052  0.9930  0.0031  42-inch Hall 
2459374.87080  0.9946  0.0031  42-inch Hall 
2459374.87108  0.9903  0.0031  42-inch Hall 
2459374.87135  0.9944  0.0031  42-inch Hall 
2459374.87163  0.9919  0.0031  42-inch Hall 
2459374.87191  0.9902  0.0031  42-inch Hall 
2459374.87219  0.9909  0.0031  42-inch Hall 
2459374.87247  0.9918  0.0031  42-inch Hall 
2459374.87274  0.9928  0.0031  42-inch Hall 
2459374.87302  0.9886  0.0031  42-inch Hall 
2459374.87330  0.9944  0.0031  42-inch Hall 
2459374.87358  0.9921  0.0031  42-inch Hall 
2459374.87386  0.9890  0.0031  42-inch Hall 
2459374.87413  0.9882  0.0031  42-inch Hall 
2459374.87441  0.9908  0.0031  42-inch Hall 
2459374.87469  0.9877  0.0031  42-inch Hall 
2459374.87497  0.9948  0.0031  42-inch Hall 
2459374.87525  0.9910  0.0031  42-inch Hall 
2459374.87553  0.9909  0.0031  42-inch Hall 
2459374.87581  0.9917  0.0031  42-inch Hall 
2459374.87608  0.9914  0.0031  42-inch Hall 
2459374.87636  0.9931  0.0031  42-inch Hall 
2459374.87664  0.9892  0.0031  42-inch Hall 
2459374.87692  0.9932  0.0031  42-inch Hall 
2459374.87720  0.9931  0.0031  42-inch Hall 
2459374.87747  0.9927  0.0031  42-inch Hall 
2459374.87775  0.9890  0.0031  42-inch Hall 
2459374.87803  0.9910  0.0031  42-inch Hall 
2459374.87831  0.9909  0.0031  42-inch Hall 
2459374.87859  0.9913  0.0031  42-inch Hall 
2459374.87887  0.9912  0.0031  42-inch Hall 
2459374.87915  0.9905  0.0032  42-inch Hall 
2459374.87942  0.9915  0.0031  42-inch Hall 
2459374.87970  0.9877  0.0031  42-inch Hall 
2459374.87998  0.9870  0.0031  42-inch Hall 
2459374.88026  0.9885  0.0031  42-inch Hall 
2459374.88054  0.9860  0.0031  42-inch Hall 
2459374.88082  0.9872  0.0031  42-inch Hall 
2459374.88109  0.9909  0.0031  42-inch Hall 
2459374.88137  0.9888  0.0031  42-inch Hall 
2459374.88165  0.9863  0.0031  42-inch Hall 
2459374.88193  0.9894  0.0031  42-inch Hall 
2459374.88221  0.9907  0.0031  42-inch Hall 
2459374.88248  0.9919  0.0031  42-inch Hall 
2459374.88276  0.9895  0.0031  42-inch Hall 
2459374.88304  0.9891  0.0031  42-inch Hall 
2459374.88332  0.9883  0.0031  42-inch Hall 
2459374.88360  0.9914  0.0031  42-inch Hall 
2459374.88388  0.9904  0.0031  42-inch Hall 
2459374.88416  0.9868  0.0031  42-inch Hall 
2459374.88444  0.9901  0.0031  42-inch Hall 
2459374.88471  0.9888  0.0031  42-inch Hall 
2459374.88499  0.9915  0.0031  42-inch Hall 
2459374.88527  0.9936  0.0031  42-inch Hall 
2459374.88555  0.9916  0.0031  42-inch Hall 
2459374.88583  0.9897  0.0031  42-inch Hall 
2459374.88611  0.9922  0.0031  42-inch Hall 
2459374.88638  0.9926  0.0031  42-inch Hall 
2459374.88666  0.9914  0.0031  42-inch Hall 
2459374.88694  0.9923  0.0031  42-inch Hall 
2459374.88722  0.9919  0.0031  42-inch Hall 
2459374.88750  0.9886  0.0031  42-inch Hall 
2459374.88778  0.9892  0.0031  42-inch Hall 
2459374.88806  0.9887  0.0031  42-inch Hall 
2459374.88834  0.9911  0.0031  42-inch Hall 
2459374.88861  0.9871  0.0031  42-inch Hall 
2459374.88889  0.9901  0.0031  42-inch Hall 
2459374.88917  0.9881  0.0031  42-inch Hall 
2459374.88945  0.9895  0.0031  42-inch Hall 
2459374.88973  0.9921  0.0031  42-inch Hall 
2459374.89001  0.9921  0.0031  42-inch Hall 
2459374.89029  0.9840  0.0031  42-inch Hall 
2459374.89056  0.9915  0.0031  42-inch Hall 
2459374.89084  0.9874  0.0031  42-inch Hall 
2459374.89112  0.9900  0.0031  42-inch Hall 
2459374.89140  0.9905  0.0031  42-inch Hall 
2459374.89168  0.9899  0.0031  42-inch Hall 
2459374.89196  0.9898  0.0031  42-inch Hall 
2459374.89224  0.9905  0.0031  42-inch Hall 
2459374.89252  0.9890  0.0031  42-inch Hall 
2459374.89280  0.9945  0.0031  42-inch Hall 
2459374.89308  0.9905  0.0031  42-inch Hall 
2459374.89335  0.9939  0.0031  42-inch Hall 
2459374.89363  0.9877  0.0031  42-inch Hall 
2459374.89391  0.9913  0.0031  42-inch Hall 
2459374.89419  0.9891  0.0031  42-inch Hall 
2459374.89447  0.9876  0.0031  42-inch Hall 
2459374.89475  0.9894  0.0031  42-inch Hall 
2459374.89502  0.9904  0.0031  42-inch Hall 
2459374.89531  0.9930  0.0031  42-inch Hall 
2459374.89559  0.9919  0.0031  42-inch Hall 
2459374.89586  0.9913  0.0031  42-inch Hall 
2459374.89614  0.9965  0.0031  42-inch Hall 
2459374.89642  0.9895  0.0031  42-inch Hall 
2459374.89670  0.9914  0.0031  42-inch Hall 
2459374.89698  0.9889  0.0031  42-inch Hall 
2459374.89725  0.9929  0.0031  42-inch Hall 
2459374.89753  0.9891  0.0031  42-inch Hall 
2459374.89781  0.9939  0.0031  42-inch Hall 
2459374.89809  0.9899  0.0031  42-inch Hall 
2459374.89837  0.9929  0.0031  42-inch Hall 
2459374.89865  0.9889  0.0031  42-inch Hall 
2459374.89892  0.9899  0.0031  42-inch Hall 
2459374.89920  0.9909  0.0031  42-inch Hall 
2459374.89948  0.9903  0.0031  42-inch Hall 
2459374.89976  0.9916  0.0031  42-inch Hall 
2459374.90004  0.9893  0.0031  42-inch Hall 
2459374.90032  0.9905  0.0031  42-inch Hall 
2459374.90059  0.9913  0.0031  42-inch Hall 
2459374.90087  0.9933  0.0031  42-inch Hall 
2459374.90115  0.9907  0.0031  42-inch Hall 
2459374.90143  0.9965  0.0031  42-inch Hall 
2459374.90171  0.9925  0.0031  42-inch Hall 
2459374.90199  0.9902  0.0031  42-inch Hall 
2459374.90226  0.9914  0.0031  42-inch Hall 
2459374.90260  0.9939  0.0032  42-inch Hall 
2459374.90287  0.9918  0.0031  42-inch Hall 
2459374.90315  0.9907  0.0031  42-inch Hall 
2459374.90343  0.9941  0.0031  42-inch Hall 
2459374.90371  0.9913  0.0031  42-inch Hall 
2459374.90399  0.9903  0.0031  42-inch Hall 
2459374.90437  0.9906  0.0027  42-inch Hall 
2459374.90471  0.9901  0.0027  42-inch Hall 
2459374.90504  0.9910  0.0027  42-inch Hall 
2459374.90538  0.9912  0.0027  42-inch Hall 
2459374.90572  0.9924  0.0027  42-inch Hall 
2459374.90606  0.9885  0.0027  42-inch Hall 
2459374.90639  0.9896  0.0027  42-inch Hall 
2459374.90673  0.9914  0.0027  42-inch Hall 
2459374.90707  0.9938  0.0027  42-inch Hall 
2459374.90741  0.9895  0.0027  42-inch Hall 
2459374.90774  0.9899  0.0027  42-inch Hall 
2459374.90808  0.9940  0.0027  42-inch Hall 
2459374.90842  0.9895  0.0027  42-inch Hall 
2459374.90875  0.9896  0.0027  42-inch Hall 
2459374.90909  0.9933  0.0027  42-inch Hall 
2459374.90943  0.9884  0.0027  42-inch Hall 
2459374.90977  0.9875  0.0027  42-inch Hall 
2459374.91011  0.9912  0.0027  42-inch Hall 
2459374.91044  0.9891  0.0027  42-inch Hall 
2459374.91078  0.9921  0.0027  42-inch Hall 
2459374.91112  0.9885  0.0027  42-inch Hall 
2459374.91145  0.9904  0.0027  42-inch Hall 
2459374.91179  0.9888  0.0027  42-inch Hall 
2459374.91212  0.9890  0.0027  42-inch Hall 
2459374.91246  0.9905  0.0027  42-inch Hall 
2459374.91280  0.9918  0.0027  42-inch Hall 
2459374.91313  0.9913  0.0027  42-inch Hall 
2459374.91347  0.9890  0.0027  42-inch Hall 
2459374.91380  0.9856  0.0027  42-inch Hall 
2459374.91414  0.9904  0.0027  42-inch Hall 
2459374.91448  0.9911  0.0027  42-inch Hall 
2459374.91481  0.9940  0.0027  42-inch Hall 
2459374.91515  0.9897  0.0027  42-inch Hall 
2459374.91548  0.9906  0.0027  42-inch Hall 
2459374.91582  0.9893  0.0027  42-inch Hall 
2459374.91616  0.9881  0.0027  42-inch Hall 
2459374.91649  0.9927  0.0027  42-inch Hall 
2459374.91683  0.9886  0.0027  42-inch Hall 
2459374.91716  0.9920  0.0027  42-inch Hall 
2459374.91750  0.9898  0.0027  42-inch Hall 
2459374.91784  0.9956  0.0027  42-inch Hall 
2459374.91817  0.9919  0.0027  42-inch Hall 
2459374.91851  0.9910  0.0027  42-inch Hall 
2459374.91884  0.9897  0.0027  42-inch Hall 
2459374.91918  0.9918  0.0027  42-inch Hall 
2459374.91952  0.9930  0.0027  42-inch Hall 
2459374.91986  0.9915  0.0027  42-inch Hall 
2459374.92020  0.9947  0.0027  42-inch Hall 
2459374.92054  0.9914  0.0027  42-inch Hall 
2459374.92088  0.9890  0.0027  42-inch Hall 
2459374.92121  0.9919  0.0027  42-inch Hall 
2459374.92155  0.9929  0.0027  42-inch Hall 
2459374.92188  0.9893  0.0027  42-inch Hall 
2459374.92222  0.9907  0.0028  42-inch Hall 
2459374.92256  0.9926  0.0027  42-inch Hall 
2459374.92289  0.9905  0.0027  42-inch Hall 
2459374.92323  0.9880  0.0027  42-inch Hall 
2459374.92356  0.9893  0.0027  42-inch Hall 
2459374.92390  0.9916  0.0027  42-inch Hall 
2459374.92424  0.9907  0.0027  42-inch Hall 
2459374.92457  0.9906  0.0027  42-inch Hall 
2459374.92491  0.9912  0.0027  42-inch Hall 
2459374.92524  0.9926  0.0028  42-inch Hall 
2459374.92558  0.9924  0.0027  42-inch Hall 
2459374.92591  0.9919  0.0027  42-inch Hall 
2459374.92625  0.9918  0.0027  42-inch Hall 
2459374.92658  0.9890  0.0028  42-inch Hall 
2459374.92692  0.9924  0.0028  42-inch Hall 
2459374.92726  0.9907  0.0028  42-inch Hall 
2459374.92760  0.9900  0.0028  42-inch Hall 
2459374.92793  0.9937  0.0029  42-inch Hall 
2459374.92827  0.9895  0.0028  42-inch Hall 
2459374.92861  0.9877  0.0028  42-inch Hall 
2459374.92894  0.9900  0.0029  42-inch Hall 
2459374.92928  0.9934  0.0029  42-inch Hall 
2459374.92962  0.9885  0.0028  42-inch Hall 
2459374.92995  0.9892  0.0028  42-inch Hall 
2459374.93029  0.9905  0.0029  42-inch Hall 
2459374.93063  0.9887  0.0029  42-inch Hall 
2459374.93097  0.9878  0.0030  42-inch Hall 
2459374.93130  0.9889  0.0032  42-inch Hall 
2459374.93164  0.9905  0.0036  42-inch Hall 
2459374.93198  0.9917  0.0037  42-inch Hall 
2459374.93232  0.9881  0.0041  42-inch Hall 
2459374.93265  0.9934  0.0041  42-inch Hall 
2459374.93299  0.9820  0.0045  42-inch Hall 
2459374.93333  0.9878  0.0040  42-inch Hall 
2459374.93366  0.9865  0.0032  42-inch Hall 
2459374.93400  0.9891  0.0032  42-inch Hall 
2459374.93433  0.9897  0.0034  42-inch Hall 
2459374.93467  0.9901  0.0033  42-inch Hall 
2459374.93501  0.9940  0.0031  42-inch Hall 
2459374.93534  0.9891  0.0029  42-inch Hall 
2459374.93568  0.9926  0.0029  42-inch Hall 
2459374.93601  0.9881  0.0028  42-inch Hall 
2459374.93635  0.9930  0.0028  42-inch Hall 
2459374.93669  0.9920  0.0028  42-inch Hall 
2459374.93702  0.9906  0.0028  42-inch Hall 
2459374.93736  0.9911  0.0028  42-inch Hall 
2459374.93769  0.9937  0.0028  42-inch Hall 
2459374.93803  0.9921  0.0028  42-inch Hall 
2459374.93837  0.9920  0.0028  42-inch Hall 
2459374.93870  0.9898  0.0028  42-inch Hall 
2459374.93904  0.9900  0.0029  42-inch Hall 
2459374.93938  0.9911  0.0029  42-inch Hall 
2459374.93971  0.9930  0.0030  42-inch Hall 
2459374.94005  0.9941  0.0031  42-inch Hall 
2459374.94039  0.9959  0.0031  42-inch Hall 
2459374.94073  0.9920  0.0031  42-inch Hall 
2459374.94106  0.9952  0.0031  42-inch Hall 
2459374.94140  0.9875  0.0031  42-inch Hall 
2459374.94174  0.9891  0.0031  42-inch Hall 
2459374.94207  0.9888  0.0031  42-inch Hall 
2459374.94241  0.9914  0.0032  42-inch Hall 
2459374.94274  0.9936  0.0034  42-inch Hall 
2459374.94308  0.9916  0.0037  42-inch Hall 
2459374.94341  0.9925  0.0035  42-inch Hall 
2459374.94375  0.9952  0.0033  42-inch Hall 
2459374.94409  0.9965  0.0034  42-inch Hall 
2459374.94442  0.9946  0.0033  42-inch Hall 
2459374.94490  0.9916  0.0025  42-inch Hall 
2459374.94535  0.9928  0.0025  42-inch Hall 
2459374.94580  0.9963  0.0024  42-inch Hall 
2459374.94625  0.9888  0.0024  42-inch Hall 
2459374.94670  0.9935  0.0024  42-inch Hall 
