System,Teff,Teff_errup,Teff_errdn,Pflag,SOCatflag,lambdadeg,lambdadeg_errup,lambdadeg_errdn,psi,psi_errup,psi_errdn,Ref,Author_string,Ephemeris_reference,Ephemeris_Url,Method,Model,pl_letter,TIC,Gaia DR3,sep,sep_err,sep_ref,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag
WASP-017,6550,100,100,y,n,-148.5,4.2,5.4,-999,-999,-999,Triaud et al. (2010),Triaud_et_al._(2010),2010A+A...524A..25T,https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,RM,Giménez 2006,b,TIC 66818296,Gaia DR3 6042793005779654656,,,,0,
WASP-017,6550,100,100,n,y,-148.7,7.7,6.7,-999,-999,-999,Anderson et al. (2011),Anderson_et_al._(2011),2011MNRAS.416.2108A,https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2108A,RM,？？？,b,TIC 66818296,Gaia DR3 6042793005779654656,,,,0,
WASP-018,6332,60,60,y,n,4,5,5,-999,-999,-999,Triaud et al. (2010),Triaud_et_al._(2010),2010A+A...524A..25T,https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,RM,Giménez 2006,b,TIC 100100827,Gaia DR3 4955371367334610048,2959,804,Rice2024,0,FNG
WASP-018,6332,60,60,n,y,13,7,7,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...757...18A,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,RM,Hirano+2011,b,TIC 100100827,Gaia DR3 4955371367334610048,2959,804,Rice2024,0,FNG
WASP-019,5460,90,90,n,n,4.6,5.2,5.2,0,20,20,Hellier et al. (2011),Hellier_et_al._(2011),2011ApJ...730L..31H,https://ui.adsabs.harvard.edu/abs/2011ApJ...730L..31H,RM,Giménez 2006,b,TIC 35516889,Gaia DR3 5411736896952029568,,,,0,
WASP-019,5460,90,90,n,n,15,11,11,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...757...18A,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,RM,Hirano+2011,b,TIC 35516889,Gaia DR3 5411736896952029568,,,,0,
WASP-019,5460,90,90,n,n,1,1.2,1.2,-999,-999,-999,Tregloan-Reed et al. (2013),Tregloan-Reed_et_al._(2013),2013MNRAS.428.3671T,https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.3671T,SC,,b,TIC 35516889,Gaia DR3 5411736896952029568,,,,0,
WASP-019,5460,90,90,y,y,-1.9,1.1,1.1,-999,-999,-999,Sedaghati et al. (2021),Sedaghati_et_al._(2021),2021MNRAS.505..435S,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505..435S,RM,Ohta+2005,b,TIC 35516889,Gaia DR3 5411736896952029568,,,,0,
WASP-020,5987,20,20,y,y,12.7,4.2,4.2,-999,-999,-999,Anderson et al. (2015),Anderson_et_al._(2015),2015A+A...575A..61A,https://ui.adsabs.harvard.edu/abs/2015A%26A...575A..61A,RM,Giménez 2006,b,TIC 211438925,Gaia DR3 2359978293137038720,61,,EVANS 2016,0,SN
WASP-021,5924,55,55,y,y,8,26,27,-999,-999,-999,Chen et al. (2020),Chen_et_al._(2020),2020A+A...642A..54C,https://ui.adsabs.harvard.edu/abs/2020A%26A...642A..54C,RM,ARoME,b,TIC 436478932,Gaia DR3 2831084391023184128,,,,0,
WASP-022,6153,46,46,y,y,22,16,16,-999,-999,-999,Anderson et al. (2011),Anderson_et_al._(2011),2011A+A...534A..16A,https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..16A,RM,Giménez 2006,b,TIC 257567854,Gaia DR3 5086537022856406272,,,,0,
WASP-024,6107,77,77,y,y,-4.7,4,4,-999,-999,-999,Simpson et al. (2011),Simpson_et_al._(2011),2011MNRAS.414.3023S,https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,RM,Ohta+2005,b,TIC 460396820,Gaia DR3 1153682508388170112,7117,178,Rice2024,0,NG
WASP-024,6107,77,77,n,n,-5.8,4.1,4.1,-999,-999,-999,Smith et al. (2012),Smith_et_al._(2012),2012A+A...545A..93S,https://ui.adsabs.harvard.edu/abs/2012A%26A...545A..93S,RM,,b,TIC 460396820,Gaia DR3 1153682508388170112,7117,178,Rice2024,0,NG
WASP-025,5736,35,35,y,y,14.6,6.7,6.7,-999,-999,-999,Brown et al. (2012),Brown_et_al._(2012),2012MNRAS.423.1503B,https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B,RM,Hirano+2011,b,TIC 229047362,Gaia DR3 6186950525042445824,,,,0,
WASP-026,6015,55,55,n,n,-34,36,26,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...757...18A,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,RM,Hirano+2011,b,TIC 32487566,Gaia DR3 2416782701664155008,3890,34,Rice2024,0,NG
WASP-026,6015,55,55,y,y,-16,14,10,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 32487566,Gaia DR3 2416782701664155008,3890,34,Rice2024,0,NG
WASP-028,6084,45,45,y,n,8,18,18,-999,-999,-999,Anderson et al. (2015),Anderson_et_al._(2015),2015A+A...575A..61A,https://ui.adsabs.harvard.edu/abs/2015A%26A...575A..61A,RM,Giménez 2006,b,TIC 398572544,Gaia DR3 2641087471777046016,,,,0,
WASP-028,6084,45,45,n,y,6,17,17,-999,-999,-999,Mocnik et al. (2020),Mocnik_et_al._(2020),2020PASP..132a4401M,https://ui.adsabs.harvard.edu/abs/2020PASP..132a4401M,RM,,b,TIC 398572544,Gaia DR3 2641087471777046016,,,,0,
WASP-030,6208,85,85,y,y,-7,27,19,-999,-999,-999,Triaud et al. (2013),Triaud_et_al._(2013),2013A+A...549A..18T,https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..18T,RM,Giménez 2006,b,TIC 9725627,Gaia DR3 2434845586060285824,,,,0,
WASP-031,6175,70,70,y,y,2.8,3.1,3.1,-999,-999,-999,Brown et al. (2012),Brown_et_al._(2012),2012MNRAS.423.1503B,https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B,RM,Hirano+2011,b,TIC 437248515,Gaia DR3 3545873945303316224,,,,0,
WASP-031,6175,70,70,n,n,-6,6,6,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...757...18A,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,RM,Hirano+2011,b,TIC 437248515,Gaia DR3 3545873945303316224,,,,0,
WASP-032,6100,100,100,y,n,10.5,6.4,6.5,-999,-999,-999,Brown et al. (2012),Brown_et_al._(2012),2012ApJ...760..139B,https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B,RM&DT,Hirano+2011,b,TIC 427332229,Gaia DR3 2546413408888429696,,,,0,
WASP-032,6100,100,100,n,y,-2,17,19,11,14,14,Brothwell et al. (2014),Brothwell_et_al._(2014),2014MNRAS.440.3392B,https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3392B,RM,Ohta+2005,b,TIC 427332229,Gaia DR3 2546413408888429696,,,,0,
WASP-033,7430,100,100,n,n,252,2,2,-999,-999,-999,Collier Cameron et al. (2010),Collier_Cameron_et_al._(2010),2010MNRAS.407..507C,https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C,RM,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-110.06,0.4,0.27,-999,-999,-999,Johnson et al. (2015) 2008 data,Johnson_et_al._(2015)_2008_data,2015ApJ...810L..23J,https://ui.adsabs.harvard.edu/abs/2015ApJ...810L..23J,DT,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-112.93,0.23,0.22,-999,-999,-999,Johnson et al. (2015) 2014 data,Johnson_et_al._(2015)_2014_data,2015ApJ...810L..23J,https://ui.adsabs.harvard.edu/abs/2015ApJ...810L..23J,DT,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-999,-999,-999,99,5,4,Iorio (2016) 2008 data,Iorio_(2016)_2008_data,2016MNRAS.455..207I,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455..207I,Dyn,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-999,-999,-999,103,5,4,Iorio (2016) 2014 data,Iorio_(2016)_2014_data,2016MNRAS.455..207I,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455..207I,Dyn,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-111.28,0.47,0.48,-999,-999,-999,Watanabe et al. (2020) 2008 data,Watanabe_et_al._(2020)_2008_data,2020PASJ...72...19W,https://ui.adsabs.harvard.edu/abs/2020PASJ...72...19W,DT,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-114.01,0.22,0.2,-999,-999,-999,Watanabe et al. (2020) 2011 data,Watanabe_et_al._(2020)_2011_data,2020PASJ...72...19W,https://ui.adsabs.harvard.edu/abs/2020PASJ...72...19W,RM,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-112.91,0.24,0.24,-999,-999,-999,Watanabe et al. (2020) 2014 data,Watanabe_et_al._(2020)_2014_data,2020PASJ...72...19W,https://ui.adsabs.harvard.edu/abs/2020PASJ...72...19W,DT,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-109.29,0.2,0.17,-999,-999,-999,Cauley et al. (2021),Cauley_et_al._(2021),2021AJ....161..152C,https://ui.adsabs.harvard.edu/abs/2021AJ....161..152C,DT,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-111.7,0.39,0.39,113.99,0.22,0.22,Borsa et al. (2021),Borsa_et_al._(2021),2021A+A...653A.104B,https://ui.adsabs.harvard.edu/abs/2021A%26A...653A.104B,RM&DT,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,y,y,-111.64,0.28,0.28,108.19,0.95,0.97,Watanabe et al. (2022),Watanabe_et_al._(2022),2022MNRAS.512.4404W,https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4404W,DT,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-033,7430,100,100,n,n,-94.9,21.4,21.4,91.3,18.5,18.5,K&aacute;lm&aacute;n et al. (2022),K&aacute;lm&aacute;n_et_al._(2022),2022A+A...660L...2K,https://ui.adsabs.harvard.edu/abs/2022A%26A...660L...2K,GD,,b,TIC 129979528,Gaia DR3 328636019723252096,18,254,Rice2024,0,FN
WASP-035,6072,62,62,y,y,-5,11,11,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 43647325,Gaia DR3 3211188618762023424,,,,0,
WASP-038,6436,60,60,n,n,15,33,43,-999,-999,-999,Simpson et al. (2011),Simpson_et_al._(2011),2011MNRAS.414.3023S,https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,RM,Ohta+2005,b,TIC 318696424,Gaia DR3 4453211899986180352,,,,0,
WASP-038,6436,60,60,y,y,7.5,4.7,6.1,-999,-999,-999,Brown et al. (2012),Brown_et_al._(2012),2012ApJ...760..139B,https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B,RM&DT,Hirano+2011,b,TIC 318696424,Gaia DR3 4453211899986180352,,,,0,
WASP-039,5485,50,50,y,y,0,11,11,-999,-999,-999,Mancini et al. (2018),Mancini_et_al._(2018),2018A+A...613A..41M,https://ui.adsabs.harvard.edu/abs/2018A%26A...613A..41M,RM,Simulated RM spectra,b,TIC 181949561,Gaia DR3 3643098875168270592,,,,0,
WASP-041,5546,33,33,n,y,29,10,14,-999,-999,-999,Neveu-VanMalle et al. (2016),Neveu-VanMalle_et_al._(2016),2016A+A...586A..93N,https://ui.adsabs.harvard.edu/abs/2016A%26A...586A..93N,RM,Giménez 2006,b,TIC 398943781,Gaia DR3 6160877943251930368,,,,0,
WASP-041,5546,33,33,y,n,6,11,11,-999,-999,-999,Southworth et al. (2016),Southworth_et_al._(2016),2016MNRAS.457.4205S,https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S,SC,,b,TIC 398943781,Gaia DR3 6160877943251930368,,,,0,
WASP-043,4240,30,20,y,y,3.5,6.8,6.8,0,20,0,Esposito et al. (2017),Esposito_et_al._(2017),2017A+A...601A..53E,https://ui.adsabs.harvard.edu/abs/2017A%26A...601A..53E,RM,Simulated RM spectra,b,TIC 36734222,Gaia DR3 3767805209112436736,,,,0,
WASP-044,5400,150,150,y,y,-18,20,26,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 12862099,Gaia DR3 2424406513428936832,,,,0,
WASP-045,5100,200,200,y,y,13,15,10,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 120610833,Gaia DR3 2308834780352875904,920,100,EVANS 2018,0,N
WASP-047b,5576,67,67,y,y,0,24,24,-999,-999,-999,Sanchis-Ojeda et al. (2015),Sanchis-Ojeda_et_al._(2015),2015ApJ...812L..11S,https://ui.adsabs.harvard.edu/abs/2015ApJ...812L..11S,RM,Hirano+2011,b,TIC 102264230,Gaia DR3 2613413008919918976,,,,0,
WASP-047b,5576,67,67,n,n,-999,-999,-999,29,11,13,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,b,TIC 102264230,Gaia DR3 2613413008919918976,,,,0,
WASP-048,6000,150,150,y,y,-4,4,4,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),2025A+A...694A..91Z,https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,RM,Boue2013,b,TIC 284475976,Gaia DR3 2141754578242371584,,,,0,
WASP-049,5600,150,150,y,y,54,79,58,-999,-999,-999,Wyttenbach et al. (2017),Wyttenbach_et_al._(2017),2017A+A...602A..36W,https://ui.adsabs.harvard.edu/abs/2017A%26A...602A..36W,RM,,b,TIC 306362738,Gaia DR3 2991284369063612928,433,543,Rice2024,1,FNG
WASP-050,5518,42,42,y,y,-2.9,1.2,1.2,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 382391899,Gaia DR3 5160557726183065984,,,,0,
WASP-052,5130,37,56,n,n,24,17,9,-999,-999,-999,H&eacute;brard et al. (2013),H&eacute;brard_et_al._(2013),2013A+A...549A.134H,https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H,RM,Ohta+2005,b,TIC 427685831,Gaia DR3 2666015878575546496,,,,0,
WASP-052,5130,37,56,n,n,3.8,8.4,8.4,20,50,50,Mancini et al. (2017),Mancini_et_al._(2017),2017MNRAS.465..843M,https://ui.adsabs.harvard.edu/abs/2017MNRAS.465..843M,SC,,b,TIC 427685831,Gaia DR3 2666015878575546496,,,,0,
WASP-052,5130,37,56,n,n,1.1,1.1,1.1,-999,-999,-999,Chen et al. (2020),Chen_et_al._(2020),2020A+A...635A.171C,https://ui.adsabs.harvard.edu/abs/2020A%26A...635A.171C,RM,Ohta+2005,b,TIC 427685831,Gaia DR3 2666015878575546496,,,,0,
WASP-052,5130,37,56,y,y,0.6,0.93,0.94,-999,-999,-999,Cegla et al. (2023),Cegla_et_al._(2023),2023A+A...674A.174C,https://ui.adsabs.harvard.edu/abs/2023A%26A...674A.174C,RRM,,b,TIC 427685831,Gaia DR3 2666015878575546496,,,,0,
WASP-053,4950,60,60,y,y,-1,12,12,-999,-999,-999,Triaud et al. (2017),Triaud_et_al._(2017),2017MNRAS.467.1714T,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T,RM,,b,TIC 268766053,Gaia DR3 5136559128264765184,,,,0,
WASP-054,6296,40,40,y,y,12,10,10,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 61098812,Gaia DR3 3661983850663908608,1435.511916,,OneMillionBinCat,0,NG
WASP-059,4650,150,150,n,n,16,18,16,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 91051152,Gaia DR3 2841043011433969152,9512,,Fontanive et al. (2021),0,SF
WASP-059,4650,150,150,y,y,-1,20,21,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),2025A+A...694A..91Z,https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,RM,Boue2013,b,TIC 91051152,Gaia DR3 2841043011433969152,9512,,Fontanive et al. (2021),0,SF
WASP-060,6105,50,50,y,y,-129,17,17,-999,-999,-999,Mancini et al. (2018),Mancini_et_al._(2018),2018A+A...613A..41M,https://ui.adsabs.harvard.edu/abs/2018A%26A...613A..41M,RM,Esposito +2017: Simulated data,b,TIC 288246496,Gaia DR3 2868528637464028160,,,,0,
WASP-061,6250,150,150,y,y,4,17.1,18.4,-999,-999,-999,Brown et al. (2017),Brown_et_al._(2017),2017MNRAS.464..810B,https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,RM&DT,ARoME,b,TIC 13021029,Gaia DR3 2959177048983750016,,,,0,
WASP-062,6230,80,80,y,y,19.4,5.1,4.9,-999,-999,-999,Brown et al. (2017),Brown_et_al._(2017),2017MNRAS.464..810B,https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,RM,ARoME,b,TIC 149603524,Gaia DR3 4756649415309914240,,,,0,
WASP-066,6600,150,150,y,y,-4,22,22,-999,-999,-999,Addison et al. (2016),Addison_et_al._(2016),2016ApJ...823...29A,https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A,RM,Hirano+2010,b,TIC 53735810,Gaia DR3 5444147952811517696,,,,0,
WASP-069,4870,28,49,y,y,0.4,2,1.9,-999,-999,-999,Casasayas-Barris et al. (2017),Casasayas-Barris_et_al._(2017),2017A+A...608A.135C,https://ui.adsabs.harvard.edu/abs/2017A%26A...608A.135C,RM,Ohta+2005,b,TIC 248853232,Gaia DR3 6910753016653587840,,,,0,
WASP-071,6180,52,52,n,n,20.1,9.7,9.7,-999,-999,-999,Smith et al. (2013),Smith_et_al._(2013),2013A+A...552A.120S,https://ui.adsabs.harvard.edu/abs/2013A%26A...552A.120S,RM,Giménez 2006,b,TIC 422655579,Gaia DR3 2507901914613201024,,,,0,
WASP-071,6180,52,52,y,y,-1.9,7.1,7.5,-999,-999,-999,Brown et al. (2017),Brown_et_al._(2017),2017MNRAS.464..810B,https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,RM&DT,AROME,b,TIC 422655579,Gaia DR3 2507901914613201024,,,,0,
WASP-072,6250,100,100,y,y,-7,11,12,-999,-999,-999,Addison et al. (2018),Addison_et_al._(2018),2018AJ....156..197A,https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A,RM,Hirano+2010,b,TIC 122612091,Gaia DR3 5065640460769428224,281,,Bohn et al. (2020),0,S
WASP-074,5984,57,57,y,y,0.77,0.99,0.99,-999,-999,-999,Luque et al.(2020),Luque_et_al.(2020),2020A+A...642A..50L,https://ui.adsabs.harvard.edu/abs/2020A%26A...642A..50L,RM,Ohta+2005,b,TIC 244089109,Gaia DR3 4224062406762625152,,,,0,
WASP-076,6329,65,65,n,n,61.3,7.6,5.1,-999,-999,-999,Ehrenreich et al. (2020),Ehrenreich_et_al._(2020),2020Natur.580..597E,https://ui.adsabs.harvard.edu/abs/2020Natur.580..597E,RM&DT,？？？,b,TIC 293435336,Gaia DR3 2512326349403275520,53,8.8,Ngo et al. (2015),0,FN
WASP-076,6329,65,65,y,y,-37,13,21,-999,-999,-999,Bourrier et al. (2024),Bourrier_et_al._(2024),2024A+A...691A.113B,https://ui.adsabs.harvard.edu/abs/2024A%26A...691A.113B,RMR,#N/A,b,TIC 293435336,Gaia DR3 2512326349403275520,53,8.8,Ngo et al. (2016),0,FN
WASP-077,5605,41,41,y,y,-8,19,18,-999,-999,-999,Zak et al. (2024),Zak_et_al._(2024),2024A+A...686A.147Z,https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,RM,Boue2013,b,TIC 1129033,Gaia DR3 5178405479961698048,346.2614171,,OneMillionBinCat,0,SFNG
WASP-078,6100,150,150,y,y,-6.4,5.9,5.9,-999,-999,-999,Brown et al. (2017),Brown_et_al._(2017),2017MNRAS.464..810B,https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,RM&DT,ARoME,b,TIC 139528693,Gaia DR3 5089851638095503616,30,995,Rice2024,0,G
WASP-079,6760,88,71,n,n,-106,19,13,-999,-999,-999,Addison et al. (2013),Addison_et_al._(2013),2013ApJ...774L...9A,https://ui.adsabs.harvard.edu/abs/2013ApJ...774L...9A,RM,Hirano+2010,b,TIC 170634116,Gaia DR3 4884779765893739904,,,,0,
WASP-079,6760,88,71,n,y,-95.2,0.9,1,-999,-999,-999,Brown et al. (2017),Brown_et_al._(2017),2017MNRAS.464..810B,https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,RM,ARoME,b,TIC 170634116,Gaia DR3 4884779765893739904,,,,0,
WASP-079,6760,88,71,y,n,-99.1,4.1,3.9,-999,-999,-999,Johnson et al. (2017),Johnson_et_al._(2017),2017AJ....154..137J,https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J,DT,,b,TIC 170634116,Gaia DR3 4884779765893739904,,,,0,
WASP-080,4145,100,100,n,n,0,20,20,-999,-999,-999,Triaud et al. (2013),Triaud_et_al._(2013),2013A+A...551A..80T,https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..80T,RM,"bad data, no fit",b,TIC 243921117,Gaia DR3 4223507222112425344,106,,Bohn et al. (2020),0,F
WASP-080,4145,100,100,y,y,-14,14,14,-999,-999,-999,Triaud et al. (2015),Triaud_et_al._(2015),2015MNRAS.450.2279T,https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.2279T,RM,Giménez 2006,b,TIC 243921117,Gaia DR3 4223507222112425344,106,,Bohn et al. (2020),0,F
WASP-084b,5280,80,80,y,y,-0.3,1.7,1.7,17.3,7.7,7.7,Anderson et al. (2015),Anderson_et_al._(2015),2015ApJ...800L...9A,https://ui.adsabs.harvard.edu/abs/2015ApJ...800L...9A,RM,Hirano+2011,b,TIC 350293646,Gaia DR3 3078836109158636928,,,,0,
WASP-085,5685,65,65,n,n,0,14,14,-999,-999,-999,Mocnik et al. (2016),Mocnik_et_al._(2016),2016AJ....151..150M,https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M,SC,,b,TIC 380619414,Gaia DR3 3909745223886018560,206,92,Rice2024,0,SFNG
WASP-085,5685,65,65,y,y,-16.2,2.9,2.9,-999,-999,-999,Jiang et al. (2023),Jiang_et_al._(2023),arXiv:2307.09577,https://ui.adsabs.harvard.edu/abs/arXiv:2307.09577,RM,Ohta+2005,b,TIC 380619414,Gaia DR3 3909745223886018560,206,92,Rice2024,0,SFNG
WASP-087,6450,120,120,y,y,-8,11,11,-999,-999,-999,Addison et al. (2016),Addison_et_al._(2016),2016ApJ...823...29A,https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A,RM,Hirano+2010,b,TIC 15445551,Gaia DR3 6077185317188247936,2482,76,Rice2024,0,NG
WASP-091,4920,80,80,y,y,-11.1,20,20,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 238176110,Gaia DR3 6386751579018596864,,,,0,
WASP-094,6170,80,80,n,y,151,16,23,-999,-999,-999,Neveu-VanMalle et al. (2014),Neveu-VanMalle_et_al._(2014),2014A+A...572A..49N,https://ui.adsabs.harvard.edu/abs/2014A%26A...572A..49N,RM,Giménez 2006,b,TIC 92352620,Gaia DR3 6780546169634170496,3190,31,Rice2024,0,SNG
WASP-094,6170,80,80,y,n,123,3,3,-999,-999,-999,Ahrer et al. (2024),Ahrer_et_al._(2024),2024MNRAS.530.2749A,https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.2749A,RRM,#N/A,b,TIC 92352620,Gaia DR3 6780546169634170496,3190,31,Rice2024,0,SNG
WASP-099,6150,100,100,y,y,-1,16,18,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 166836920,Gaia DR3 4745660479479743488,,,,0,
WASP-100,6940,120,120,y,y,79,19,10,-999,-999,-999,Addison et al. (2018),Addison_et_al._(2018),2018AJ....156..197A,https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A,RM,Hirano+2010,b,TIC 38846515,Gaia DR3 4675352109659600000,1353,1076,Rice2024,0,NG
WASP-101,6440,56,87,y,y,34,3,3,-999,-999,-999,Zak et al. (2024),Zak_et_al._(2024),2024A+A...686A.147Z,https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,RM,Boue2013,b,TIC 47911178,Gaia DR3 2924661867160818304,,,,0,
WASP-103,6110,160,160,n,n,3,33,33,-999,-999,-999,Addison et al. (2016),Addison_et_al._(2016),2016ApJ...823...29A,https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A,RM,Hirano+2010,b,TIC 276754403,Gaia DR3 4439085988769170432,,,,0,
WASP-103,6110,160,160,y,y,2,35,36,-999,-999,-999,Zak et al. (2024),Zak_et_al._(2024),2024A+A...686A.147Z,https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,RM,Boue2013,b,TIC 276754403,Gaia DR3 4439085988769170432,,,,0,
WASP-105,5070,130,130,y,y,-14,28,24,-999,-999,-999,Zak et al. (2024),Zak_et_al._(2024),2024A+A...686A.147Z,https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,RM,Boue2013,b,TIC 158623531,Gaia DR3 4917441922731087488,,,,0,
WASP-106,6265,36,36,n,n,-1,11,11,-999,-999,-999,Harre et al. (2023),Harre_et_al._(2023),2023AJ....166..159H,https://ui.adsabs.harvard.edu/abs/2023AJ....166..159H,RM,Hirnao2011,b,TIC 53189332,Gaia DR3 3788394461991295488,,,,0,
WASP-106,6265,36,36,n,n,6,17,18,26,12,17,Wright et al. (2023),Wright_et_al._(2023),2023AJ....166..217W,https://ui.adsabs.harvard.edu/abs/2023AJ....166..217W,RM,#N/A,b,TIC 53189332,Gaia DR3 3788394461991295488,,,,0,
WASP-106,6265,36,36,n,n,-3,9,10,-999,-999,-999,Prinoth et al. (2024),Prinoth_et_al._(2024),2024AJ....168..133P,https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,DT,#N/A,b,TIC 53189332,Gaia DR3 3788394461991295488,,,,0,
