# COLUMN pl_defaultname: NEA-style planet name (host + letter, e.g., "HAT-P-11 b")
# COLUMN hostname: Host star name
# COLUMN tic_id: TESS Input Catalog ID (e.g., "TIC 350020859")
# COLUMN pl_letter: Planet letter (b, c, ...)
# COLUMN pl_orbper: Orbital period [days]
# COLUMN pl_orbpererr1: Orbital period upper unc. [days]
# COLUMN pl_orbpererr2: Orbital period lower unc. [days]
# COLUMN pl_tranmid: Transit mid-time [BJD]
# COLUMN pl_tranmiderr1: Transit mid-time upper unc. [days]
# COLUMN pl_tranmiderr2: Transit mid-time lower unc. [days]
# COLUMN pl_tsystemref: Time system for transit mid-time (BJD_TDB)
# COLUMN pl_orbsmax: Orbital semi-major axis [AU]
# COLUMN pl_orbsmaxerr1: Semi-major axis upper unc. [AU]
# COLUMN pl_orbsmaxerr2: Semi-major axis lower unc. [AU]
# COLUMN pl_orbeccen: Orbital eccentricity (free only if a non-RM RV instrument is present and f_c/f_s float)
# COLUMN pl_orbeccenerr1: Eccentricity upper unc.
# COLUMN pl_orbeccenerr2: Eccentricity lower unc.
# COLUMN pl_orblper: Argument of periastron [deg] (reported when eccentricity is free)
# COLUMN pl_orblpererr1: Argument of periastron upper unc. [deg]
# COLUMN pl_orblpererr2: Argument of periastron lower unc. [deg]
# COLUMN pl_orbincl: Orbital inclination [deg]
# COLUMN pl_orbinclerr1: Inclination upper unc. [deg]
# COLUMN pl_orbinclerr2: Inclination lower unc. [deg]
# COLUMN pl_imppar: Impact parameter
# COLUMN pl_impparerr1: Impact parameter upper unc.
# COLUMN pl_impparerr2: Impact parameter lower unc.
# COLUMN pl_radj: Planet radius [R_Jup]
# COLUMN pl_radjerr1: Planet radius upper unc. [R_Jup]
# COLUMN pl_radjerr2: Planet radius lower unc. [R_Jup]
# COLUMN pl_massj: Planet mass [M_Jup] (reported for transiting planets with non-RM RV and free K)
# COLUMN pl_massjerr1: Planet mass upper unc. [M_Jup]
# COLUMN pl_massjerr2: Planet mass lower unc. [M_Jup]
# COLUMN pl_msinij: Minimum mass m sin i [M_Jup] (used in lieu of pl_massj for non-transiting planets)
# COLUMN pl_msinijerr1: m sin i upper unc. [M_Jup]
# COLUMN pl_msinijerr2: m sin i lower unc. [M_Jup]
# COLUMN pl_trandep: Transit depth [%] (allesfast ppt / 10)
# COLUMN pl_trandeperr1: Transit depth upper unc. [%]
# COLUMN pl_trandeperr2: Transit depth lower unc. [%]
# COLUMN pl_trandur: Transit duration T_14 [hours]
# COLUMN pl_trandurerr1: Transit duration upper unc. [hours]
# COLUMN pl_trandurerr2: Transit duration lower unc. [hours]
# COLUMN pl_ratdor: a / R*
# COLUMN pl_ratdorerr1: a / R* upper unc.
# COLUMN pl_ratdorerr2: a / R* lower unc.
# COLUMN pl_ratror: Rp / R*
# COLUMN pl_ratrorerr1: Rp / R* upper unc.
# COLUMN pl_ratrorerr2: Rp / R* lower unc.
# COLUMN pl_rvamp: RV semi-amplitude K [m/s]
# COLUMN pl_rvamperr1: K upper unc. [m/s]
# COLUMN pl_rvamperr2: K lower unc. [m/s]
# COLUMN pl_eqt: Equilibrium temperature [K]
# COLUMN pl_eqterr1: T_eq upper unc. [K]
# COLUMN pl_eqterr2: T_eq lower unc. [K]
# COLUMN pl_projobliq: Sky-projected obliquity lambda [deg]
# COLUMN pl_projobliqerr1: lambda upper unc. [deg]
# COLUMN pl_projobliqerr2: lambda lower unc. [deg]
# COLUMN pl_trueobliq: True obliquity psi [deg] (reserved; empty unless derived)
# COLUMN pl_trueobliqerr1: psi upper unc. [deg]
# COLUMN pl_trueobliqerr2: psi lower unc. [deg]
# COLUMN rm_snr_combined: Combined matched-filter RM SNR following Kipping (2024); per-dataset SNR = sqrt(Delta chi^2) (with vs. without RM signal, using effective error sqrt(err^2 + jitter)); multiple RM datasets combined in quadrature
# COLUMN st_name: Star name (same as hostname)
# COLUMN host_star_flag: Always 1 (this row is the host star)
# COLUMN st_refname: Reference / publication identifier (placeholder "999" until assigned)
# COLUMN st_teff: Effective temperature T_eff [K]
# COLUMN st_tefferr1: T_eff upper unc. [K]
# COLUMN st_tefferr2: T_eff lower unc. [K]
# COLUMN st_rad: Stellar radius R* [R_Sun]
# COLUMN st_raderr1: R* upper unc. [R_Sun]
# COLUMN st_raderr2: R* lower unc. [R_Sun]
# COLUMN st_mass: Stellar mass M* [M_Sun]
# COLUMN st_masserr1: M* upper unc. [M_Sun]
# COLUMN st_masserr2: M* lower unc. [M_Sun]
# COLUMN st_met: Metallicity [Fe/H] [dex] (sigma floor 0.08 dex)
# COLUMN st_meterr1: Metallicity upper unc. [dex]
# COLUMN st_meterr2: Metallicity lower unc. [dex]
# COLUMN st_metratio: Metallicity convention (always "[Fe/H]")
# COLUMN st_logg: Surface gravity log g* [cgs]
# COLUMN st_loggerr1: log g* upper unc. [cgs]
# COLUMN st_loggerr2: log g* lower unc. [cgs]
# COLUMN st_age: Stellar age [Gyr]
# COLUMN st_ageerr1: Age upper unc. [Gyr]
# COLUMN st_ageerr2: Age lower unc. [Gyr]
# COLUMN st_vsin: Projected rotation velocity v sin i* [km/s]
# COLUMN st_vsinerr1: v sin i* upper unc. [km/s]
# COLUMN st_vsinerr2: v sin i* lower unc. [km/s]
# COLUMN rv_flag: 1 if any RV data is present in the fit, else 0
# COLUMN tran_flag: 1 if any photometry is fit, else 0
# COLUMN peak_prob: For bimodal A_mstar systems: probability mass under this row's stellar-mass mode (Major row > Minor); 1.0 for single-mode systems
# COLUMN BinaryMultiStarFlag: Y if SOCat (May16SoCat.csv) lists any binary/multi-star indicator for this host TIC, else N
#
pl_defaultname,hostname,tic_id,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,rm_snr_combined,st_name,host_star_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_vsin,st_vsinerr1,st_vsinerr2,rv_flag,tran_flag,peak_prob,BinaryMultiStarFlag
TOI-421 c,TOI-421,TIC 94986319,c,16.06867,0.00015,-0.00008,2459195.2561,0.0037,-0.0067,BJD_TDB,0.1202,0.0036,-0.0041,0.407,0.030,-0.027,90.3,6.9,-7.4,,,,,,,0.632,0.098,-0.094,0.0485,0.0043,-0.0043,,,,0.76,0.44,-0.27,2.758,0.030,-0.027,31.3,0.9,-1.1,0.079,0.012,-0.012,4.74,0.41,-0.41,622,11,-9,,,,,,,,TOI-421,1,999,5391,80,-79,0.824,0.025,-0.024,0.888,0.037,-0.041,0.008,0.071,-0.060,[Fe/H],4.556,0.028,-0.034,3.2,4.3,-2.4,,,,1,1,1.0,Y
TOI-4379 b,TOI-4379,TIC 97766057,b,3.2535307,0.0000024,-0.0000024,2459734.27090,0.00057,-0.00057,BJD_TDB,0.0559,0.0040,-0.0031,0.110,0.071,-0.059,267,13,-17,89.26,0.52,-0.85,0.082,0.095,-0.058,1.738,0.065,-0.062,0.91,0.09,-0.10,,,,0.815,0.082,-0.071,5.235,0.048,-0.042,5.73,0.41,-0.32,0.0851,0.0032,-0.0030,114.4,7.7,-8.2,1600,47,-54,5,29,-31,,,,13.34,TOI-4379,1,999,5560,270,-250,1.631,0.081,-0.080,1.033,0.090,-0.054,0.151,0.080,-0.079,[Fe/H],4.027,0.069,-0.054,10.4,2.3,-3.1,5.47,0.67,-0.57,1,1,1.0,N
TOI-4507 b,TOI-4507,TIC 179582003,b,104.616169,0.000045,-0.000043,2458413.85124,0.00076,-0.00074,BJD_TDB,0.440,0.016,-0.019,0.29,0.31,-0.24,210,130,-20,89.768,0.089,-0.065,0.35,0.08,-0.14,0.8133,0.0093,-0.0087,0.049,0.070,-0.035,,,,0.699,0.012,-0.011,9.433,0.057,-0.053,89.5,3.3,-4.0,0.07902,0.00090,-0.00084,2.2,3.5,-1.6,415.1,9.5,-7.5,-19,23,-19,,,,10.63,TOI-4507,1,999,6170,170,-150,1.071,0.041,-0.036,1.078,0.052,-0.064,-0.041,0.069,-0.072,[Fe/H],4.413,0.034,-0.046,2.1,3.1,-1.5,5.6,1.3,-0.9,1,1,1.0,N
TOI-4515 b,TOI-4515,TIC 456862677,b,15.266445,0.000011,-0.000011,2459451.62220,0.00027,-0.00027,BJD_TDB,0.1163,0.0025,-0.0025,0.4573,0.0071,-0.0074,173.0,2.3,-2.3,87.956,0.080,-0.086,0.797,0.012,-0.013,1.106,0.021,-0.019,1.987,0.056,-0.055,,,,1.79,0.10,-0.09,2.672,0.030,-0.029,29.79,0.64,-0.65,0.1354,0.0026,-0.0024,191.7,3.6,-3.9,642.6,7.1,-6.8,2.0,1.8,-1.7,,,,17.81,TOI-4515,1,999,5418,70,-68,0.840,0.019,-0.018,0.904,0.037,-0.039,0.061,0.069,-0.060,[Fe/H],4.545,0.020,-0.022,3.2,3.6,-2.2,2.23,0.19,-0.18,1,1,1.0,N
TOI-4641 b,TOI-4641,TIC 436873727,b,22.093410,0.000010,-0.000010,2459510.82562,0.00025,-0.00024,BJD_TDB,0.1829,0.0038,-0.0038,,,,,,,88.044,0.071,-0.074,0.765,0.013,-0.013,0.921,0.013,-0.010,0.49,0.59,-0.35,,,,0.2898,0.0020,-0.0019,5.469,0.026,-0.026,22.41,0.46,-0.47,0.05394,0.00078,-0.00059,28,34,-20,938.6,10.0,-9.5,,,,,,,,TOI-4641,1,999,6890,120,-100,1.710,0.037,-0.036,1.545,0.059,-0.057,0.02,0.11,-0.11,[Fe/H],4.161,0.020,-0.020,1.08,0.32,-0.31,,,,1,1,1.0,N
TOI-5027 b,TOI-5027,TIC 361711730,b,10.2436878,0.0000068,-0.0000065,2458649.45760,0.00091,-0.00096,BJD_TDB,0.0922,0.0027,-0.0031,0.350,0.031,-0.033,290.0,4.9,-4.9,88.04,0.10,-0.11,0.928,0.011,-0.011,1.014,0.038,-0.034,1.86,0.12,-0.12,,,,0.993,0.048,-0.041,3.198,0.043,-0.041,20.79,0.61,-0.69,0.1093,0.0041,-0.0037,182,11,-11,865,15,-12,3.4,3.5,-3.5,,,,4.40,TOI-5027,1,999,6040,140,-140,0.956,0.028,-0.028,1.004,0.042,-0.051,-0.100,0.061,-0.065,[Fe/H],4.480,0.027,-0.034,2.0,2.9,-1.4,3.31,0.44,-0.44,1,1,1.0,N
TOI-5126 b,TOI-5126,TIC 27064468,b,5.4588500,0.0000083,-0.0000080,2459627.03898,0.00041,-0.00038,BJD_TDB,0.0637,0.0013,-0.0030,,,,,,,89.00,0.71,-0.96,0.20,0.17,-0.14,0.4525,0.0063,-0.0062,,,,,,,0.1683,0.0032,-0.0029,3.773,0.036,-0.032,11.26,0.23,-0.53,0.03821,0.00053,-0.00052,9,14,-7,1183,29,-12,14,43,-56,,,,3.81,TOI-5126,1,999,6095,85,-100,1.233,0.041,-0.028,1.187,0.064,-0.073,0.18,0.12,-0.12,[Fe/H],4.335,0.022,-0.048,2.4,2.3,-1.5,13.56,0.79,-0.81,1,1,1.0,N
TOI-5293 A b,TOI-5293 A,TIC 250111245,b,2.9302760,0.0000023,-0.0000022,2459448.91759,0.00073,-0.00075,BJD_TDB,0.03253,0.00089,-0.00099,0.046,0.049,-0.032,141,86,-97,89.73,0.21,-0.49,0.07,0.12,-0.05,1.030,0.017,-0.018,0.564,0.038,-0.035,,,,5.21,0.52,-0.46,1.892,0.027,-0.024,14.02,0.38,-0.42,0.2122,0.0034,-0.0037,128.5,9.6,-9.3,627.3,9.7,-8.4,-24,22,-36,,,,19.22,TOI-5293 A,1,999,3644,60,-57,0.494,0.019,-0.017,0.519,0.025,-0.028,0.044,0.098,-0.098,[Fe/H],4.766,0.023,-0.025,7.2,4.4,-5.0,1.28,0.83,-0.15,1,1,1.0,Y
TOI-5398 b,TOI-5398,TIC 8260536,b,10.590508,0.000029,-0.000030,2459616.49213,0.00032,-0.00030,BJD_TDB,0.0975,0.0045,-0.0047,0.33,0.13,-0.15,340,20,-330,88.92,0.49,-0.33,0.32,0.10,-0.15,1.015,0.011,-0.011,0.156,0.043,-0.043,,,,0.984,0.010,-0.010,4.238,0.033,-0.031,18.88,0.87,-0.91,0.0939,0.0010,-0.0010,16.3,4.6,-4.4,861,22,-19,-8.8,4.9,-7.9,,,,38.35,TOI-5398,1,999,5870,100,-110,1.083,0.041,-0.037,1.022,0.065,-0.063,0.039,0.069,-0.059,[Fe/H],4.379,0.046,-0.050,5.3,3.8,-3.3,7.65,0.26,-0.24,1,1,1.0,N
TOI-558 b,TOI-558,TIC 207110080,b,14.5740398,0.0000057,-0.0000057,2458871.07266,0.00047,-0.00047,BJD_TDB,0.1304,0.0038,-0.0037,0.295,0.020,-0.018,132.6,3.5,-3.7,86.33,0.19,-0.20,0.9034,0.0070,-0.0068,1.153,0.026,-0.024,3.62,0.14,-0.13,,,,0.557,0.044,-0.033,2.746,0.042,-0.041,18.82,0.55,-0.53,0.0795,0.0018,-0.0016,257.2,6.2,-6.1,974,14,-14,4.3,2.9,-2.8,,,,4.21,TOI-558,1,999,6530,100,-100,1.475,0.040,-0.039,1.354,0.060,-0.062,-0.019,0.076,-0.066,[Fe/H],4.232,0.028,-0.028,1.57,0.84,-0.67,7.03,0.47,-0.47,1,1,1.0,N
TOI-559 b,TOI-559,TIC 209459275,b,6.9839085,0.0000055,-0.0000055,2458893.81361,0.00025,-0.00025,BJD_TDB,0.0722,0.0025,-0.0025,0.150,0.023,-0.024,298.9,6.9,-5.8,88.57,0.48,-0.35,0.34,0.07,-0.11,1.149,0.012,-0.012,5.46,0.24,-0.22,,,,0.990,0.021,-0.016,5.151,0.034,-0.032,12.25,0.43,-0.42,0.09318,0.00096,-0.00094,618,21,-21,1098,19,-19,11,19,-26,,,,6.57,TOI-559,1,999,6000,100,-110,1.245,0.038,-0.035,0.976,0.065,-0.059,-0.26,0.11,-0.10,[Fe/H],4.237,0.036,-0.035,8.0,2.7,-2.5,3.25,0.44,-0.41,1,1,1.0,N
TOI-6029 b,TOI-6029,TIC 419523962,b,5.799823,0.000010,-0.000010,2459667.0223,0.0011,-0.0011,BJD_TDB,0.0750,0.0032,-0.0037,0.024,0.030,-0.017,190,100,-130,85.97,0.84,-0.86,0.471,0.080,-0.089,1.400,0.021,-0.022,1.45,0.15,-0.13,,,,0.382,0.012,-0.010,6.353,0.092,-0.085,6.67,0.29,-0.33,0.05954,0.00088,-0.00094,139,12,-11,1433,36,-30,-30.2,7.9,-8.6,,,,13.33,TOI-6029,1,999,5850,120,-120,2.329,0.091,-0.083,1.51,0.08,-0.13,0.384,0.070,-0.075,[Fe/H],3.881,0.040,-0.055,2.8,1.2,-0.6,10.5,1.0,-1.0,1,1,1.0,N
TOI-622 b,TOI-622,TIC 83092282,b,6.40252667,0.00000091,-0.00000092,2458520.69154,0.00023,-0.00025,BJD_TDB,0.0725,0.0024,-0.0026,0.056,0.052,-0.038,207,63,-66,87.01,0.22,-0.26,0.603,0.028,-0.034,0.868,0.043,-0.031,0.320,0.060,-0.062,,,,0.444,0.047,-0.034,3.881,0.016,-0.015,11.31,0.38,-0.41,0.0648,0.0032,-0.0023,28.4,5.4,-5.5,1226,23,-20,-5,13,-13,,,,4.48,TOI-622,1,999,6460,170,-150,1.428,0.048,-0.044,1.380,0.057,-0.065,0.273,0.074,-0.074,[Fe/H],4.269,0.030,-0.036,1.0,1.1,-0.7,19.24,0.90,-0.89,1,1,1.0,N
TOI-640 b,TOI-640,TIC 147977348,b,5.0037756,0.0000013,-0.0000013,2458459.74179,0.00033,-0.00033,BJD_TDB,0.0700,0.0016,-0.0017,0.012,0.013,-0.008,160,140,-100,82.85,0.27,-0.29,0.8744,0.0086,-0.0096,1.987,0.062,-0.057,0.555,0.020,-0.019,,,,0.811,0.072,-0.064,3.617,0.027,-0.025,7.03,0.16,-0.17,0.0954,0.0030,-0.0027,50.1,1.3,-1.2,1576,19,-18,-172,10,-7,,,,3.22,TOI-640,1,999,6560,120,-150,2.041,0.048,-0.046,1.586,0.061,-0.067,0.148,0.075,-0.072,[Fe/H],4.018,0.022,-0.023,1.66,0.40,-0.33,3.3,1.1,-1.3,1,1,1.0,N
TOI-677 b,TOI-677,TIC 280206394,b,11.2366034,0.0000013,-0.0000013,2458547.47456,0.00017,-0.00017,BJD_TDB,0.1011,0.0028,-0.0029,0.454,0.023,-0.022,73.7,4.4,-4.5,85.78,0.27,-0.31,0.712,0.010,-0.011,1.163,0.015,-0.013,1.459,0.066,-0.066,,,,0.931,0.025,-0.016,2.560,0.012,-0.012,17.43,0.48,-0.50,0.0959,0.0012,-0.0011,113.0,5.0,-5.1,1014,15,-14,2.9,1.6,-1.6,,,,22.50,TOI-677,1,999,6350,180,-160,1.305,0.035,-0.034,1.255,0.065,-0.075,0.116,0.076,-0.074,[Fe/H],4.305,0.027,-0.031,1.7,1.7,-1.1,5.96,0.42,-0.41,1,1,1.0,N
TOI-778 b,TOI-778,TIC 335630746,b,4.63361175,0.00000054,-0.00000054,2458578.71664,0.00034,-0.00033,BJD_TDB,0.0666,0.0024,-0.0026,0.147,0.062,-0.063,20,320,-20,85.34,0.34,-0.41,0.620,0.014,-0.015,1.4751,0.0091,-0.0086,2.82,0.26,-0.25,,,,0.7600,0.0080,-0.0071,3.793,0.012,-0.012,8.03,0.29,-0.31,0.08493,0.00052,-0.00049,266,22,-22,1516,30,-26,15,11,-10,,,,5.44,TOI-778,1,999,6820,120,-120,1.696,0.061,-0.054,1.578,0.057,-0.060,0.243,0.084,-0.089,[Fe/H],4.177,0.033,-0.037,0.79,0.49,-0.38,35.19,0.98,-0.99,1,1,1.0,N
TOI-813 b,TOI-813,TIC 55525572,b,83.89628,0.00017,-0.00017,2458370.7682,0.0021,-0.0022,BJD_TDB,0.419,0.008,-0.015,,,,,,,89.77,0.15,-0.17,0.20,0.14,-0.13,0.624,0.048,-0.028,0.7,1.8,-0.5,,,,0.147,0.023,-0.013,13.03,0.11,-0.10,49.9,1.0,-1.8,0.0356,0.0027,-0.0016,29,68,-20,565,10,-5,-49,38,-24,,,,15.81,TOI-813,1,999,6148,80,-94,1.789,0.053,-0.040,1.348,0.062,-0.071,0.059,0.075,-0.061,[Fe/H],4.065,0.019,-0.036,3.16,0.83,-0.64,8.4,1.9,-1.6,1,1,1.0,N
TOI-858 B b,TOI-858 B,TIC 198008005,b,3.27971829,0.00000090,-0.00000088,2458386.45254,0.00025,-0.00026,BJD_TDB,0.0448,0.0021,-0.0023,0.075,0.061,-0.049,130,65,-66,88.58,0.95,-0.93,0.17,0.12,-0.12,1.308,0.043,-0.035,1.43,0.30,-0.26,,,,1.233,0.076,-0.061,3.541,0.020,-0.018,7.39,0.34,-0.38,0.1030,0.0033,-0.0027,195,39,-36,1377,37,-31,,,,,,,,TOI-858 B,1,999,5810,120,-120,1.297,0.055,-0.047,1.092,0.077,-0.076,0.149,0.091,-0.090,[Fe/H],4.252,0.045,-0.053,6.3,3.3,-2.5,,,,1,1,1.0,Y
TOI-880 c,TOI-880,TIC 34077285,c,6.3872723,0.0000022,-0.0000022,2459582.51886,0.00027,-0.00026,BJD_TDB,0.0647,0.0022,-0.0021,,,,,,,88.57,0.29,-0.25,0.432,0.061,-0.077,0.4361,0.0061,-0.0064,,,,,,,0.3608,0.0061,-0.0059,2.721,0.026,-0.023,17.28,0.59,-0.56,0.05569,0.00077,-0.00082,1900,1900,-1400,763,13,-13,-2,11,-11,,,,399.52,TOI-880,1,999,4948,76,-73,0.790,0.025,-0.024,0.838,0.038,-0.034,0.226,0.078,-0.077,[Fe/H],4.566,0.031,-0.031,5.7,5.0,-4.0,1.24,0.13,-0.12,1,1,1.0,Y
TOI-892 b,TOI-892,TIC 66561343,b,10.6266012,0.0000041,-0.0000040,2458475.69043,0.00063,-0.00063,BJD_TDB,0.0998,0.0036,-0.0033,0.047,0.048,-0.033,280,50,-230,89.53,0.34,-0.54,0.13,0.15,-0.10,1.053,0.021,-0.015,0.997,0.098,-0.097,,,,0.738,0.028,-0.019,5.532,0.046,-0.038,15.92,0.58,-0.53,0.0803,0.0016,-0.0011,72.0,6.5,-6.6,1018,18,-18,22,26,-59,,,,5.01,TOI-892,1,999,6210,170,-160,1.393,0.043,-0.043,1.298,0.070,-0.074,0.298,0.075,-0.072,[Fe/H],4.263,0.035,-0.035,2.1,1.7,-1.2,7.49,0.50,-0.49,1,1,1.0,N
TOI-942 b,TOI-942,TIC 146520535,b,4.3242680,0.0000064,-0.0000073,2458441.5675,0.0032,-0.0023,BJD_TDB,0.0491,0.0008,-0.0012,,,,,,,89.69,0.22,-0.34,0.059,0.063,-0.041,0.2934,0.0081,-0.0085,,,,,,,0.1025,0.0064,-0.0056,3.169,0.081,-0.052,10.72,0.17,-0.26,0.03062,0.00084,-0.00088,,,,936,12,-7,-4,58,-53,,,,1.65,TOI-942,1,999,4727,53,-63,0.982,0.028,-0.019,0.838,0.018,-0.018,-0.110,0.045,-0.032,[Fe/H],4.377,0.014,-0.020,13.25,0.43,-0.90,14.33,0.50,-0.50,1,1,1.0,Y
TOI-942 c,TOI-942,TIC 146520535,c,10.156125,0.000009,-0.000010,2458447.0631,0.0020,-0.0018,BJD_TDB,0.0868,0.0014,-0.0021,,,,,,,89.53,0.32,-0.37,0.16,0.12,-0.11,0.4100,0.0079,-0.0078,,,,,,,0.2004,0.0077,-0.0078,4.212,0.050,-0.047,18.95,0.31,-0.47,0.04279,0.00082,-0.00081,,,,704.0,8.9,-5.6,14,25,-28,,,,5.07,TOI-942,1,999,4727,53,-63,0.982,0.028,-0.019,0.838,0.018,-0.018,-0.110,0.045,-0.032,[Fe/H],4.377,0.014,-0.020,13.25,0.43,-0.90,14.33,0.50,-0.50,1,1,1.0,Y
TrES-1 b,TrES-1,TIC 120757718,b,3.030069121,0.000000064,-0.000000065,2453186.80873,0.00012,-0.00012,BJD_TDB,0.03993,0.00066,-0.00077,0.018,0.017,-0.012,122,61,-27,88.75,0.41,-0.30,0.216,0.050,-0.069,1.1289,0.0068,-0.0071,0.666,0.019,-0.018,,,,1.998,0.060,-0.055,2.5359,0.0079,-0.0076,10.06,0.17,-0.19,0.13596,0.00082,-0.00085,107.3,2.2,-2.2,1066,10,-9,27,22,-32,,,,3.81,TrES-1,1,999,5204,55,-56,0.833,0.017,-0.016,0.858,0.040,-0.036,0.087,0.076,-0.080,[Fe/H],4.531,0.017,-0.019,6.6,4.2,-3.7,1.63,0.39,-0.39,1,1,1.0,Y
TrES-2 b,TrES-2,TIC 399860444,b,2.470613376,0.000000013,-0.000000013,2454955.763326,0.000039,-0.000029,BJD_TDB,0.03597,0.00034,-0.00027,0.0209,0.0099,-0.0087,288,17,-21,84.10,0.11,-0.09,0.84386,0.00060,-0.00066,1.1752,0.0037,-0.0033,1.228,0.021,-0.023,,,,1.43895,0.00034,-0.00035,1.7907,0.0011,-0.0011,8.056,0.076,-0.060,0.12577,0.00040,-0.00035,180.8,2.6,-2.8,1355.4,5.1,-6.4,-10,10,-15,,,,2.88,TrES-2,1,999,5871,56,-54,0.962,0.014,-0.014,1.027,0.036,-0.039,0.030,0.070,-0.062,[Fe/H],4.4825,0.0095,-0.0092,1.7,1.8,-1.2,0.94,0.41,-0.43,1,1,1.0,Y
TrES-4 b,TrES-4,TIC 159742538,b,3.55392841,0.00000027,-0.00000027,2455321.9627,0.0008,-0.0011,BJD_TDB,0.0505,0.0018,-0.0019,0.090,0.089,-0.057,143,39,-83,82.18,0.57,-0.71,0.7538,0.0095,-0.0099,1.860,0.012,-0.012,0.64,0.13,-0.14,,,,1.023,0.013,-0.013,3.638,0.018,-0.017,5.83,0.21,-0.22,0.10264,0.00068,-0.00068,63,13,-13,1687,33,-29,10.2,3.6,-3.6,,,,12.36,TrES-4,1,999,6240,120,-120,1.884,0.074,-0.066,1.406,0.049,-0.054,0.299,0.075,-0.075,[Fe/H],4.036,0.031,-0.035,3.09,0.62,-0.50,8.33,0.43,-0.43,1,1,0.8987,Y
TrES-4 b,TrES-4,TIC 159742538,b,3.55392839,0.00000028,-0.00000026,2455321.9625,0.0008,-0.0011,BJD_TDB,0.0493,0.0024,-0.0020,0.113,0.074,-0.057,137,38,-62,81.79,0.79,-0.81,0.7546,0.0096,-0.0099,1.859,0.012,-0.014,0.64,0.13,-0.14,,,,1.023,0.013,-0.015,3.639,0.018,-0.018,5.69,0.28,-0.24,0.10259,0.00068,-0.00076,62,13,-13,1706,37,-40,10.2,3.8,-3.5,,,,12.36,TrES-4,1,999,6230,120,-120,1.884,0.070,-0.062,1.28,0.15,-0.05,0.276,0.079,-0.079,[Fe/H],4.005,0.051,-0.043,4.6,0.8,-1.8,8.37,0.42,-0.45,1,1,0.1013,Y
WASP-100 b,WASP-100,TIC 38846515,b,2.84938228,0.00000011,-0.00000011,2458853.88080,0.00012,-0.00010,BJD_TDB,0.0451,0.0009,-0.0014,0.029,0.029,-0.020,80,210,-40,83.86,0.28,-0.42,0.5601,0.0088,-0.0094,1.4768,0.0034,-0.0034,1.934,0.088,-0.091,,,,0.7391,0.0013,-0.0014,3.7798,0.0048,-0.0048,5.32,0.11,-0.17,0.08327,0.00019,-0.00019,212.2,8.8,-9.2,1814,30,-18,84,13,-12,,,,8.10,WASP-100,1,999,6620,110,-110,1.815,0.052,-0.041,1.480,0.060,-0.061,0.006,0.074,-0.071,[Fe/H],4.092,0.020,-0.030,1.81,0.48,-0.40,13.33,0.78,-0.79,1,1,1.0,Y
WASP-101 b,WASP-101,TIC 47911178,b,3.5857079,0.0000011,-0.0000011,2458387.83237,0.00027,-0.00029,BJD_TDB,0.0495,0.0022,-0.0023,0.074,0.052,-0.048,107,50,-42,84.19,0.49,-0.63,0.747,0.014,-0.014,1.438,0.017,-0.012,0.581,0.057,-0.052,,,,1.1929,0.0071,-0.0070,2.726,0.016,-0.015,7.83,0.34,-0.37,0.1088,0.0013,-0.0009,63.3,6.2,-5.3,1474,36,-31,-34.3,1.9,-2.0,,,,22.53,WASP-101,1,999,6180,110,-110,1.362,0.052,-0.048,1.268,0.061,-0.070,0.293,0.074,-0.072,[Fe/H],4.273,0.042,-0.048,2.4,1.9,-1.4,12.73,0.41,-0.43,1,1,1.0,N
