name,mission,instrument,band,sector,date,ref_paper
K2-139_b,Kepler/K2,K21800,Kepler,,,
K2-139_b,Ground,EVANS_ES,R,,2018-08-17,2025AJ_170_70E
K2-140_b,Kepler/K2,K2,Kepler,,,
K2-140_b,TESS,SPOC,TESS,,,
K2-232_b,Kepler/K2,Kepler1800,Kepler,,,
K2-232_b,TESS,SPOC,TESS,,,
K2-232_b,TESS,SPOC,TESS,,,
K2-234_b,Kepler/K2,Kepler1800,Kepler,,,
K2-237_b,Kepler/K2,Kepler1800,Kepler,,,
K2-237_b,TESS,SPOC,TESS,,,
K2-237_b,TESS,SPOC,TESS,,,
K2-25_b,Kepler/K2,K2,Kepler,,,
K2-25_b,Ground,APO1,Sloani,,2017-09-17,2020AJ....160..192S
K2-25_b,Ground,APO-ARCTIC,i,,2017-09-17,2020AJ....160..192S
K2-25_b,Ground,HDI1,Sloani,,2018-02-07,2020AJ....160..192S
K2-25_b,Ground,WIYN-HDI,z,,2018-02-07,2020AJ....160..192S
K2-25_b,Ground,HDI2,Sloani,,2018-02-21,2020AJ....160..192S
K2-25_b,Ground,WIYN-HDI,z,,2018-02-21,2020AJ....160..192S
K2-25_b,Ground,WIYN-HDI,z,,2018-02-21,2020AJ....160..192S
K2-25_b,Ground,HDI3,Sloani,,2018-12-14,2020AJ....160..192S
K2-25_b,Ground,WIYN-HDI,z,,2018-12-14,2020AJ....160..192S
K2-25_b,Ground,WIYN-HDI,z,,2018-12-14,2020AJ....160..192S
K2-25_b,Ground,HDI4,Sloani,,2018-12-21,2020AJ....160..192S
K2-25_b,Ground,WIYN-HDI,z,,2018-12-21,2020AJ....160..192S
K2-25_b,Ground,WIYN-HDI,z,,2018-12-21,2020AJ....160..192S
K2-25_b,Ground,APO2,Sloani,,2019-01-04,2020AJ....160..192S
K2-25_b,Ground,APO-ARCTIC,i,,2019-01-04,2020AJ....160..192S
K2-25_b,Ground,APO3,Sloanz,,2019-01-18,2020AJ....160..192S
K2-25_b,Ground,APO-ARCTIC,z,,2019-01-18,2020AJ....160..192S
K2-25_b,Ground,APO4,Sloani,,2019-01-25,2020AJ....160..192S
K2-25_b,Ground,APO-ARCTIC,i,,2019-01-25,2020AJ....160..192S
K2-25_b,Ground,APO5,Sloani,,2019-02-01,2020AJ....160..192S
K2-25_b,Ground,APO-ARCTIC,i,,2019-02-01,2020AJ....160..192S
K2-25_b,TESS,SPOC,TESS,,,
K2-25_b,TESS,SPOC,TESS,,,
K2-261_b,Kepler/K2,Kepler1800,Kepler,,,
K2-261_b,TESS,SPOC,TESS,,,
K2-261_b,TESS,SPOC,TESS,,,
K2-261_b,TESS,SPOC,TESS,,,
K2-267_b,Kepler/K2,Kepler1800,Kepler,,,
K2-267_b,TESS,SPOC,TESS,,,
K2-267_b,TESS,SPOC,TESS,,,
K2-267_b,TESS,SPOC,TESS,,,
K2-267_b,TESS,QLP,TESS,,,
K2-287_b,Kepler/K2,Kepler1800,Kepler,,,
K2-290_b,Kepler/K2,K21800,Kepler,,,
K2-290_b,TESS,SPOC,TESS,,,
K2-29_b,Kepler/K2,Kepler1800,Kepler,,,
K2-29_b,TESS,SPOC,TESS,,,
K2-329_b,Kepler/K2,K21800,Kepler,,,
K2-329_b,Ground,PEST,R,,2017-11-14,2025AJ_170_70E
K2-329_b,TESS,SPOC,TESS,,,
K2-329_b,TESS,QLP,TESS,,,
K2-34_b,Kepler/K2,Kepler1800,Kepler,,,
K2-34_b,TESS,SPOC,TESS,,,
K2-34_b,TESS,SPOC,TESS,,,
KELT-10_b,TESS,SPOC,TESS,,,
KELT-10_b,TESS,SPOC,TESS,,,
KELT-11_b,Ground,WCO,I,,2015-01-01,2017AJ....153..215P
KELT-11_b,Ground,MORC,i,,2015-02-08,2017AJ....153..215P
KELT-11_b,Ground,PEST,I,,2015-03-08,2017AJ....153..215P
KELT-11_b,Ground,LCOGT-CPT,i,,2015-05-04,2017AJ....153..215P
KELT-11_b,TESS,SPOC,TESS,,,
KELT-11_b,TESS,SPOC,TESS,,,
KELT-14_b,Ground,TRAPPIST,z,,2013-12-18,2016PASP..128f4401T
KELT-14_b,Ground,EulerCam,RG,,2014-01-16,2016PASP..128f4401T
KELT-14_b,Ground,TRAPPIST,z,,2014-01-16,2016PASP..128f4401T
KELT-14_b,Ground,EulerCam,RG,,2014-01-23,2016PASP..128f4401T
KELT-14_b,TESS,SPOC,TESS,,,
KELT-14_b,TESS,SPOC,TESS,,,
KELT-14_b,TESS,SPOC,TESS,,,
KELT-17_b,Ground,CROW,I,,2015-03-05,2016AJ....152..136Z
KELT-17_b,Ground,KUO,I,,2015-03-12,2016AJ....152..136Z
KELT-17_b,Ground,KUO,V,,2015-03-12,2016AJ....152..136Z
KELT-17_b,Ground,Whitin,g,,2015-03-12,2016AJ....152..136Z
KELT-17_b,Ground,Whitin,i,,2015-03-12,2016AJ....152..136Z
KELT-17_b,Ground,Pvdk,z,,2015-03-12,2016AJ....152..136Z
KELT-17_b,Ground,WCO,z,,2015-11-04,2016AJ....152..136Z
KELT-17_b,Ground,MVRC,g,,2016-02-26,2016AJ....152..136Z
KELT-17_b,Ground,MVRC,i,,2016-02-26,2016AJ....152..136Z
KELT-17_b,Ground,PEST,B,,2016-03-06,2016AJ....152..136Z
KELT-17_b,Ground,MVRC,r,,2016-03-31,2016AJ....152..136Z
KELT-17_b,TESS,SPOC,TESS,,,
KELT-17_b,TESS,SPOC,TESS,,,
KELT-18_b,TESS,SPOC,TESS,,,
KELT-18_b,TESS,SPOC,TESS,,,
KELT-18_b,TESS,SPOC,TESS,,,
KELT-1_b,Ground,PvdKO,i,,2011-12-04,2012ApJ...761..123S
KELT-1_b,Ground,ULMO,r,,2011-12-04,2012ApJ...761..123S
KELT-1_b,Ground,HAO,i,,2011-12-10,2012ApJ...761..123S
KELT-1_b,Ground,FLWO,z,,2011-12-16,2012ApJ...761..123S
KELT-1_b,Ground,ULMO,r,,2012-01-01,2012ApJ...761..123S
KELT-1_b,Ground,FLWO,i,,2012-01-07,2012ApJ...761..123S
KELT-1_b,TESS,SPOC,TESS,,,
KELT-1_b,TESS,SPOC,TESS,,,
KELT-1_b,TESS,QLP,TESS,,,
KELT-23_A_b,TESS,SPOC,TESS,,,
KELT-23_A_b,TESS,SPOC,TESS,,,
KELT-23_A_b,TESS,QLP,TESS,,,
KELT-24_b,Ground,KELT-North,KELT,,2014-02-14,2019AJ....158..197R
KELT-24_b,Ground,ULMT,z,,2019-03-31,2019AJ....158..197R
KELT-24_b,Ground,ULMT,z,,2019-04-11,2019AJ....158..197R
KELT-24_b,Ground,SOTES,R,,2019-04-16,2019AJ....158..197R
KELT-24_b,Ground,LCO-TFN,z,,2019-04-27,2019AJ....158..197R
KELT-24_b,Ground,KAO,z,,2019-05-03,2019AJ....158..197R
KELT-24_b,Ground,KAP,z,,2019-05-03,2019AJ....158..197R
KELT-24_b,TESS,SPOC,TESS,,,
KELT-24_b,TESS,SPOC,TESS,,,
KELT-3_b,Ground,60cm,R,,2014-05-05,2021ApJS..255...15W
KELT-3_b,Ground,60cm,R,,2018-04-15,2021ApJS..255...15W
KELT-3_b,TESS,SPOC,TESS,,,
KELT-4_A_b,TESS,SPOC,TESS,,,
KELT-6_b,TESS,SPOC,TESS,,,
KELT-7_b,TESS,SPOC,TESS,,,
KELT-7_b,Ground,CHEOPS,CHEOPS,,2021-11-09,2025A&A...700A...5G
KELT-7_b,Ground,CHEOPS,CHEOPS,,2022-10-27,2025A&A...700A...5G
KELT-7_b,TESS,SPOC,TESS,,,
KELT-7_b,TESS,QLP,TESS,,,
Kepler-1656_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-1656_b,Kepler/K2,Kepler60,Kepler,,,
Kepler-1656_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-1656_b,TESS,SPOC,TESS,,,
Kepler-1656_b,TESS,SPOC,TESS,,,
Kepler-25_c,Kepler/K2,Kepler1800,Kepler,,,
Kepler-25_c,TESS,SPOC,TESS,,,
Kepler-420_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-448_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-448_b,Kepler/K2,Kepler60,Kepler,,,
Kepler-448_b,Kepler/K2,Kepler60,Kepler,,,
Kepler-448_b,TESS,SPOC,TESS,,,
Kepler-63_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-63_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-63_b,Kepler/K2,Kepler60,Kepler,,,
Kepler-63_b,Kepler/K2,Kepler60,Kepler,,,
Kepler-63_b,TESS,SPOC,TESS,,,
Kepler-63_b,TESS,SPOC,TESS,,,
Kepler-63_b,TESS,SPOC,TESS,,,
Kepler-63_b,TESS,QLP,TESS,,,
Kepler-63_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-63_b,Kepler/K2,Kepler60,Kepler,,,
Kepler-89_d,Kepler/K2,Kepler1800,Kepler,,,
Kepler-89_d,Kepler/K2,Kepler1800,Kepler,,,
Kepler-89_d,Kepler/K2,Kepler60,Kepler,,,
Kepler-89_d,Kepler/K2,Kepler60,Kepler,,,
Kepler-89_d,TESS,SPOC,TESS,,,
Kepler-89_d,TESS,SPOC,TESS,,,
Kepler-8_b,Kepler/K2,Kepler60,Kepler,,,
Kepler-8_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-8_b,TESS,QLP,TESS,,,
Kepler-8_b,TESS,SPOC,TESS,,,
Kepler-8_b,Kepler/K2,Kepler1800,Kepler,,,
Kepler-8_b,Kepler/K2,Kepler60,Kepler,,,
LP_261-75A_b,TESS,SPOC,TESS,,,
MASCARA-1_b,Ground,NITES,R,,2016-07-24,2017A&A...606A..73T
MASCARA-1_b,Ground,NITES,V,,2016-09-17,2017A&A...606A..73T
MASCARA-1_b,TESS,SPOC,TESS,,,
MASCARA-1_b,TESS,QLP,TESS,,,
MASCARA-4_b,TESS,SPOC,TESS,,,
MASCARA-4_b,Ground,EulerCam,R,,2020-02-13,2022A&A...666A..47Z
MASCARA-4_b,Ground,EulerCam,R,,2020-03-01,2022A&A...666A..47Z
MASCARA-4_b,TESS,SPOC,TESS,,,
MASCARA-4_b,TESS,SPOC,TESS,,,
NGTS-2_b,Ground,NGTS,NGTS,,2017-01-04,2018MNRAS.481.4960R
NGTS-2_b,TESS,SPOC,TESS,,,
NGTS-2_b,TESS,SPOC,TESS,,,
Qatar-1_b,Ground,Asiago-1.82m,R,,2011-05-30,2013A&A...554A..28C
Qatar-1_b,Ground,VolkKirch0.6m,R,,2011-08-01,2015A&A...577A.109M
Qatar-1_b,Ground,CalarAlto-1.23m,R,,2011-08-26,2013A&A...554A..28C
Qatar-1_b,Ground,CalarAlto-1.23m,R,,2012-07-21,2013A&A...554A..28C
Qatar-1_b,Ground,Asiago-1.82m,R,,2012-08-25,2013A&A...554A..28C
Qatar-1_b,Ground,CalarAlto-1.23m,R,,2012-09-11,2013A&A...554A..28C
Qatar-1_b,Ground,Torun0.6m,R,,2012-12-13,2015A&A...577A.109M
Qatar-1_b,Ground,Torun0.6m,R,,2013-09-03,2015A&A...577A.109M
Qatar-1_b,Ground,Torun0.6m,R,,2013-09-30,2015A&A...577A.109M
Qatar-1_b,Ground,Trebur1.2m,R,,2013-11-26,2015A&A...577A.109M
Qatar-1_b,Ground,Jena0.9m,R,,2013-12-20,2015A&A...577A.109M
Qatar-1_b,Ground,Rozhen2.0m,R,,2014-04-02,2015A&A...577A.109M
Qatar-1_b,Ground,Torun0.6m,R,,2014-04-02,2015A&A...577A.109M
Qatar-1_b,Ground,OSN1.5m,R,,2014-05-16,2015A&A...577A.109M
Qatar-1_b,Ground,OSN1.5m,R,,2014-05-26,2015A&A...577A.109M
Qatar-1_b,Ground,OSN1.5m,R,,2014-06-21,2015A&A...577A.109M
Qatar-1_b,Ground,OSN1.5m,R,,2014-06-22,2015A&A...577A.109M
Qatar-1_b,Ground,Trebur1.2m,R,,2014-07-01,2015A&A...577A.109M
Qatar-1_b,Ground,OSN1.5m,R,,2014-09-10,2015A&A...577A.109M
Qatar-1_b,Ground,Jena0.9m,R,,2014-09-18,2015A&A...577A.109M
Qatar-1_b,Ground,Jena0.9m,R,,2014-09-27,2015A&A...577A.109M
Qatar-1_b,Ground,Torun0.6m,R,,2014-09-27,2015A&A...577A.109M
Qatar-1_b,Ground,Jena0.9m,R,,2014-09-28,2015A&A...577A.109M
Qatar-1_b,Ground,Torun0.6m,R,,2014-09-28,2015A&A...577A.109M
Qatar-1_b,Ground,Torun0.6m,R,,2014-10-27,2015A&A...577A.109M
Qatar-1_b,Ground,CAHA 1.23m,R,,2016-08-18,2022AJ....164..198M
Qatar-1_b,Ground,CAHA 1.23m,R,,2017-03-19,2022AJ....164..198M
Qatar-1_b,TESS,SPOC,TESS,,,
Qatar-1_b,TESS,SPOC,TESS,,,
Qatar-1_b,TESS,SPOC,TESS,,,
Qatar-1_b,TESS,QLP,TESS,,,
Qatar-2_b,Ground,MPG2.2m/GROND,g,,2012-04-05,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,i,,2012-04-05,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,r,,2012-04-05,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,z,,2012-04-05,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,g,,2012-04-17,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,i,,2012-04-17,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,r,,2012-04-17,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,z,,2012-04-17,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,g,,2012-04-21,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,i,,2012-04-21,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,r,,2012-04-21,2014MNRAS.443.2391M
Qatar-2_b,Ground,MPG2.2m/GROND,z,,2012-04-21,2014MNRAS.443.2391M
Qatar-2_b,Ground,CA2.2m/BUSCA,r,,2012-05-09,2014MNRAS.443.2391M
Qatar-2_b,Ground,Cassini1.52m,r,,2012-05-09,2014MNRAS.443.2391M
Qatar-2_b,Ground,CA2.2m/BUSCA,z,,2012-05-09,2014MNRAS.443.2391M
Qatar-2_b,Ground,CA2.2m/BUSCA,I,,2013-02-16,2014MNRAS.443.2391M
Qatar-2_b,Kepler/K2,Kepler1800,Kepler,,,
Qatar-2_b,TESS,QLP,TESS,,,
Qatar-4_b,Ground,60cm,R,,2017-11-13,2021ApJS..255...15W
Qatar-4_b,TESS,QLP,TESS,,,
Qatar-4_b,TESS,SPOC,TESS,,,
Qatar-4_b,TESS,QLP,TESS,,,
Qatar-6_b,Ground,PIW0.6,clear,,2019-04-09,2023AcA....73...57M
Qatar-6_b,Ground,PIW0.6,clear,,2019-04-23,2023AcA....73...57M
Qatar-6_b,Ground,JENA0.9,clear,,2019-04-30,2023AcA....73...57M
Qatar-6_b,Ground,OSN1.5,clear,,2019-05-01,2023AcA....73...57M
Qatar-6_b,Ground,JENA0.9,clear,,2019-05-08,2023AcA....73...57M
Qatar-6_b,Ground,OSN1.5,clear,,2019-05-22,2023AcA....73...57M
Qatar-6_b,Ground,OSN1.5,clear,,2019-05-29,2023AcA....73...57M
Qatar-6_b,Ground,OSN1.5,R,,2021-02-18,2023AcA....73...57M
Qatar-6_b,Ground,OSN1.5,I,,2021-03-04,2023AcA....73...57M
Qatar-6_b,TESS,SPOC,TESS,,,
Qatar-6_b,TESS,SPOC,TESS,,,
Qatar-7_b,TESS,QLP,TESS,,,
Qatar-7_b,TESS,SPOC,TESS,,,
TIC_241249530_b,TESS,SPOC,TESS,,,
TIC_241249530_b,Ground,ARCTIC,I,,2023-08-30,2024Natur.632...50G
TOI-1135_b,TESS,SPOC,TESS,,,
TOI-1135_b,Ground,PvdK,Sloani,,2019-11-25,2024A&A...685A..90M
TOI-1135_b,Ground,DSW,Sloang,,2019-12-10,2024A&A...685A..90M
TOI-1135_b,Ground,DSW,Sloang,,2019-12-11,2024A&A...685A..90M
TOI-1135_b,TESS,QLP,TESS,,,
TOI-1135_b,Ground,CRCAOKU,B,,2020-11-04,2024A&A...685A..90M
TOI-1135_b,Ground,CRCAO-KU,B,,2020-11-04,2024A&A...685A..90M
TOI-1135_b,TESS,SPOC,TESS,,,
TOI-1135_b,TESS,QLP,TESS,,,
TOI-1181_b,TESS,SPOC,TESS,,,
TOI-1181_b,TESS,SPOC,TESS,,,
TOI-1181_b,TESS,SPOC,TESS,,,
TOI-1181_b,TESS,QLP,TESS,,,
TOI-1259_A_b,TESS,SPOC,TESS,,,
TOI-1259_A_b,Ground,DSW_0_5m,clear,,2019-10-10,2021MNRAS.507.4132M
TOI-1259_A_b,Ground,DSW_0_5m,g,,2019-10-17,2021MNRAS.507.4132M
TOI-1259_A_b,Ground,Acton_Sky_Portal_0_36m,z,,2019-10-24,2021MNRAS.507.4132M
TOI-1259_A_b,Ground,Ananjev_L33,R,,2019-12-04,2021MNRAS.507.4132M
TOI-1259_A_b,TESS,SPOC,TESS,,,
TOI-1259_A_b,TESS,QLP,TESS,,,
TOI-1268_b,TESS,SPOC,TESS,,,
TOI-1268_b,TESS,SPOC,TESS,,,
TOI-1431_b,TESS,SPOC,TESS,,,
TOI-1431_b,Ground,MuSCAT2,g,,2020-05-16,2021AJ....162..292A
TOI-1431_b,Ground,MuSCAT2,i,,2020-05-16,2021AJ....162..292A
TOI-1431_b,Ground,MuSCAT2,r,,2020-05-16,2021AJ....162..292A
TOI-1431_b,Ground,MuSCAT2,z,,2020-05-16,2021AJ....162..292A
TOI-1431_b,Ground,ULMT,i,,2020-09-20,2021AJ....162..292A
TOI-1431_b,Ground,ulmt,i,,2020-09-28,2021AJ....162..292A
TOI-1431_b,Ground,LCO,Y,,2020-10-14,2021AJ....162..292A
TOI-1431_b,Ground,LCO-McD-1m0,y,,2020-10-14,2021AJ....162..292A
TOI-1431_b,TESS,SPOC,TESS,,,
TOI-1431_b,TESS,QLP,TESS,,,
TOI-1478_b,TESS,SPOC,TESS,,,
TOI-1478_b,Ground,PEST,R,,2020-01-03,2021AJ....161..194R
TOI-1478_b,TESS,SPOC,TESS,,,
TOI-1478_b,TESS,SPOC,TESS,,,
TOI-1670_c,TESS,SPOC,TESS,,,
TOI-1670_c,TESS,SPOC,TESS,,,
TOI-1670_c,TESS,SPOC,TESS,,,
TOI-1670_c,TESS,QLP,TESS,,,
TOI-1694_b,TESS,SPOC,TESS,,,
TOI-1759_b,TESS,SPOC,TESS,,,
TOI-1759_b,Ground,Albanya_0_4m,Ic,,2020-05-20,2022AJ....163..133E
TOI-1759_b,Ground,Montcabrer_0_3m,R,,2020-05-20,2022AJ....163..133E
TOI-1759_b,Ground,Grand_Pra_0_4m,ip,,2020-05-21,2022AJ....163..133E
TOI-1759_b,TESS,SPOC,TESS,,,
TOI-1759_b,TESS,QLP,TESS,,,
TOI-1836_b,TESS,SPOC,TESS,,,
TOI-1836_b,TESS,SPOC,TESS,,,
TOI-1836_b,TESS,SPOC,TESS,,,
TOI-1836_b,TESS,SPOC,TESS,,,
TOI-1842_b,Ground,LCO-SAAO-1m0_zs,KC,,2020-05-30,2022AJ....163...82W
TOI-1842_b,Ground,LCO-SAAO-1m0,zs,,2020-05-30,2022AJ....163...82W
TOI-1842_b,Ground,LCO-CTIO-1m0,zs,,2021-02-13,2022AJ....163...82W
TOI-1842_b,Ground,LCO-CTIO-1m0,zs,,2021-04-02,2022AJ....163...82W
TOI-1842_b,TESS,SPOC,TESS,,,
TOI-1859_b,TESS,SPOC,TESS,,,
TOI-1859_b,Ground,OPM,Ic,,2021-03-23,2023ApJ...951L..29D
TOI-1859_b,Ground,LCO_McD_1m0,zs,,2021-05-26,2023ApJ...951L..29D
TOI-1859_b,TESS,SPOC,TESS,,,
TOI-1859_b,TESS,QLP,TESS,,,
TOI-1937A_b,TESS,SPOC,TESS,,,
TOI-1937A_b,Ground,LCO-CTIO-1m0,g,,2020-02-14,2023ApJS..265....1Y
TOI-1937A_b,Ground,ElSauce,V,,2020-12-29,2023ApJS..265....1Y
TOI-1937A_b,TESS,SPOC,TESS,,,
TOI-1937A_b,TESS,SPOC,TESS,,,
TOI-2025_b,TESS,SPOC,TESS,,,
TOI-2025_b,Ground,Kotizarovci,R,,2020-06-26,2022A&A...667A..22K
TOI-2025_b,Ground,LCO_TFN_0m4,gp,,2020-06-26,2022A&A...667A..22K
TOI-2025_b,Ground,LCO_TFN_0m4,ip,,2020-06-26,2022A&A...667A..22K
TOI-2025_b,Ground,LCO_HAL_0m4,gp,,2020-08-01,2022A&A...667A..22K
TOI-2025_b,Ground,LCO_HAL_0m4,ip,,2020-08-01,2022A&A...667A..22K
TOI-2025_b,Kepler/K2,KeplerCam,Kepler,,,2022A&A...667A..22K
TOI-2025_b,Kepler/K2,KeplerCam,Kepler,,,2022A&A...667A..22K
TOI-2025_b,Ground,CRCAO_KU,R,,2021-05-21,2022A&A...667A..22K
TOI-2025_b,Ground,Conti,V,,2021-12-20,2022A&A...667A..22K
TOI-2025_b,TESS,SPOC,TESS,,,
TOI-2025_b,Ground,LCO_McD_1m0,zs,,2023-06-14,2022A&A...667A..22K
TOI-2025_b,TESS,SPOC,TESS,,,
TOI-2031_b,TESS,SPOC,TESS,,,
TOI-2031_b,Ground,LCO_Teid_0m4,gp,,2020-06-28,2025ApJS..280...30Y
TOI-2031_b,Ground,LCO_Teid_0m4,ip,,2020-06-28,2025ApJS..280...30Y
TOI-2031_b,Ground,BYU_12inch,R,,2020-07-15,2025ApJS..280...30Y
TOI-2031_b,Ground,LCO_Hal_0m4,gp,,2020-08-01,2025ApJS..280...30Y
TOI-2031_b,Ground,LCO_Hal_0m4,ip,,2020-08-01,2025ApJS..280...30Y
TOI-2031_b,Ground,CRCAO_KU,B,,2020-10-09,2025ApJS..280...30Y
TOI-2031_b,Ground,CRCAO_KU,I,,2020-10-09,2025ApJS..280...30Y
TOI-2031_b,TESS,SPOC,TESS,,,
TOI-2046_b,TESS,SPOC,TESS,,,
TOI-2046_b,TESS,SPOC,TESS,,,
TOI-2046_b,TESS,SPOC,TESS,,,
TOI-2046_b,TESS,QLP,TESS,,,
TOI-2076_b,TESS,SPOC,TESS,,,
TOI-2076_b,TESS,SPOC,TESS,,,
TOI-2076_b,TESS,SPOC,TESS,,,
TOI-2109_b,TESS,SPOC,TESS,,,
TOI-2109_b,Ground,LCO-McD-0m4,gp,,2020-07-31,2021AJ....162..256W
TOI-2109_b,Ground,MLO-Lewin-0m356,I,,2020-08-02,2021AJ....162..256W
TOI-2109_b,Ground,LCO-SSO-1m0,B,,2020-08-24,2021AJ....162..256W
TOI-2109_b,Ground,LCO-SSO-1m0,zs,,2020-08-24,2021AJ....162..256W
TOI-2109_b,Ground,WBRO,R,,2021-04-08,2021AJ....162..256W
TOI-2109_b,Ground,GdP-04m,ip,,2021-04-08,2021AJ....162..256W
TOI-2109_b,Ground,LCO-SAAO-1m0,ip,,2021-04-08,2021AJ....162..256W
TOI-2109_b,Ground,LCO-CTIO-1m0,ip,,2021-04-09,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,gp,,2021-05-24,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,ip,,2021-05-24,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,rp,,2021-05-24,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,zs,,2021-05-24,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,gp,,2021-06-26,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,ip,,2021-06-26,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,rp,,2021-06-26,2021AJ....162..256W
TOI-2109_b,Ground,LCO-HAL-2m0M,zs,,2021-06-26,2021AJ....162..256W
TOI-2109_b,TESS,SPOC,TESS,,,
TOI-2109_b,TESS,SPOC,TESS,,,
TOI-2119_b,TESS,SPOC,TESS,,,
TOI-2119_b,Ground,LCO_McD_1m0,g,,2021-04-21,2022MNRAS.514.4944C
TOI-2119_b,Kepler/K2,KeplerCam,Kepler,,,2022MNRAS.514.4944C
TOI-2119_b,Ground,LCO_McD_1m0,z,,2021-04-21,2022MNRAS.514.4944C
TOI-2119_b,Ground,MuSCAT2,g,,2021-05-12,2022MNRAS.514.4944C
TOI-2119_b,Ground,MuSCAT2,i,,2021-05-12,2022MNRAS.514.4944C
TOI-2119_b,Ground,MuSCAT2,r,,2021-05-12,2022MNRAS.514.4944C
TOI-2119_b,Ground,MuSCAT2,z,,2021-05-12,2022MNRAS.514.4944C
TOI-2119_b,TESS,SPOC,TESS,,,
TOI-2145_b,TESS,SPOC,TESS,,,
TOI-2145_b,TESS,SPOC,TESS,,,
TOI-2145_b,TESS,SPOC,TESS,,,
TOI-2364_b,TESS,SPOC,TESS,,,
TOI-2364_b,TESS,SPOC,TESS,,,
TOI-2364_b,Ground,Hwd,Rc,,2021-01-08,2023ApJS..265....1Y
TOI-2364_b,TESS,SPOC,TESS,,,
TOI-2374_b,TESS,QLP,TESS,,,
TOI-2374_b,TESS,SPOC,TESS,,,
TOI-2374_b,Ground,LCO-SAAO-1m0,ip,,2021-05-10,2024MNRAS.532.1612H
TOI-2374_b,Ground,Brierfield036m,B,,2021-05-18,2024MNRAS.532.1612H
TOI-2374_b,Ground,LCO-SSO-1m0,gp,,2021-05-18,2024MNRAS.532.1612H
TOI-2374_b,Ground,LCO-SSO-1m0,ip,,2021-05-18,2024MNRAS.532.1612H
TOI-2485_b,TESS,SPOC,TESS,,,
TOI-2524_b,TESS,QLP,TESS,,,
TOI-2524_b,TESS,QLP,TESS,,,
TOI-2524_b,Ground,El_Sauce,R,,2021-03-31,2023AJ....166..271E
TOI-2524_b,TESS,SPOC,TESS,,,
TOI-2533_b,TESS,SPOC,TESS,,,
TOI-2533_b,TESS,QLP,TESS,,,
TOI-3362_b,TESS,SPOC,TESS,,,
TOI-3362_b,Ground,ASTEP-ANTARCTICA,Rc,,2020-08-10,2021ApJ...920L..16D
TOI-3362_b,Ground,ASTEP-ANTARCTICA,Rc,,2020-08-28,2021ApJ...920L..16D
TOI-3362_b,Ground,LCO-SSO-1m0,B,,2021-02-07,2021ApJ...920L..16D
TOI-3362_b,Ground,LCO-SSO-1m0,zs,,2021-02-07,2021ApJ...920L..16D
TOI-3362_b,TESS,SPOC,TESS,,,
TOI-3362_b,TESS,SPOC,TESS,,,
TOI-3714_b,TESS,QLP,TESS,,,
TOI-3714_b,TESS,SPOC,TESS,,,
TOI-3972_b,TESS,SPOC,TESS,,,
TOI-3972_b,TESS,SPOC,TESS,,,
TOI-4127_b,TESS,SPOC,TESS,,,
TOI-4127_b,TESS,SPOC,TESS,,,
TOI-4201_b,TESS,QLP,TESS,,,
TOI-4201_b,Ground,LCO-SAAO-1m0,g,,2021-09-27,2023AJ....166..163H
TOI-4201_b,Ground,LCO-SAAO-1m0,i,,2021-09-27,2023AJ....166..163H
TOI-4201_b,Ground,LCO-CTIO-1m0,g,,2021-10-04,2023AJ....166..163H
TOI-4201_b,Ground,LCO-CTIO-1m0,i,,2021-10-04,2023AJ....166..163H
TOI-4201_b,Ground,Artemis,z,,2023-02-24,2023AJ....166..163H
TOI-4201_b,TESS,SPOC,TESS,,,
TOI-4201_b,TESS,QLP,TESS,,,
TOI-421_b,TESS,SPOC,TESS,,,
TOI-421_b,Ground,cheops,V,,2022-11-28,2024A&A...686A.301K
TOI-421_b,TESS,QLP,TESS,,,
