name,mission,instrument,band,sector,date,ref_paper
WASP-22_b,Ground,OCA82,clear,,2012-01-23,2016MNRAS.457.4205S
WASP-22_b,Ground,Danish-1.54m,I,,2012-09-19,2016MNRAS.457.4205S
WASP-22_b,Ground,Danish-1.54m,I,,2013-09-25,2016MNRAS.457.4205S
WASP-22_b,Ground,Danish-1.54m,I,,2015-09-05,2016MNRAS.457.4205S
WASP-22_b,TESS,SPOC,TESS,,,
WASP-24_b,Ground,Danish-1.5m/DFOSC,R,,2010-06-17,2014MNRAS.444..776S
WASP-24_b,Ground,Danish-1.5m/DFOSC,R,,2011-05-06,2014MNRAS.444..776S
WASP-24_b,Ground,Danish-1.5m/DFOSC,R,,2011-06-29,2014MNRAS.444..776S
WASP-24_b,Ground,Danish-1.5m/DFOSC,I,,2013-05-22,2014MNRAS.444..776S
WASP-24_b,Ground,Danish-1.5m/DFOSC,I,,2013-05-29,2014MNRAS.444..776S
WASP-24_b,Ground,Danish-1.5m/DFOSC,I,,2013-06-05,2014MNRAS.444..776S
WASP-24_b,Ground,Schmidt,R,,2016-02-22,2021ApJS..255...15W
WASP-24_b,TESS,SPOC,TESS,,,
WASP-25_b,Ground,Danish-1.5m/DFOSC,R,,2010-06-14,2014MNRAS.444..776S
WASP-25_b,Ground,Danish-1.5m/DFOSC,R,,2013-05-03,2014MNRAS.444..776S
WASP-25_b,Ground,Danish-1.5m/DFOSC,R,,2013-06-06,2014MNRAS.444..776S
WASP-25_b,TESS,SPOC,TESS,,,
WASP-26_b,Ground,FTS,zPS,,2009-11-18,2010A&A...520A..56S
WASP-26_b,Ground,FTN,zPS,,2009-12-02,2010A&A...520A..56S
WASP-26_b,Ground,Danish-1.5m/DFOSC,I,,2012-09-17,2014MNRAS.444..776S
WASP-26_b,Ground,Danish-1.5m/DFOSC,I,,2013-08-22,2014MNRAS.444..776S
WASP-26_b,Ground,Danish-1.5m/DFOSC,I,,2013-09-02,2014MNRAS.444..776S
WASP-26_b,Ground,Danish-1.5m/DFOSC,I,,2013-09-13,2014MNRAS.444..776S
WASP-26_b,TESS,SPOC,TESS,,,
WASP-28_b,Ground,EulerCam,r,,2010-09-04,2015A&A...575A..61A
WASP-28_b,Kepler/K2,Kepler1800,Kepler,,,
WASP-28_b,Ground,60cm,R,,2014-08-19,2021ApJS..255...15W
WASP-28_b,Ground,60cm,R,,2017-11-14,2021ApJS..255...15W
WASP-28_b,TESS,SPOC,TESS,,,
WASP-2_b,Kepler/K2,KeplerCam,Kepler,,,2007ApJ_658_1322C
WASP-2_b,Ground,Danish-1.5m/DFOSC,R,,2009-08-11,2010MNRAS.408.1680S
WASP-2_b,Ground,Loiano-1.52m/BFOSC,Gunn_r,,2009-11-11,2010MNRAS.408.1680S
WASP-2_b,TESS,SPOC,TESS,,,
WASP-2_b,TESS,SPOC,TESS,,,
WASP-30_b,Ground,TRAPPIST,Iz,,2010-10-15,2013A&A...549A..18T
WASP-30_b,TESS,SPOC,TESS,,,
WASP-31_b,Ground,FTN,zPS,,2010-02-26,2011A&A...531A..60A
WASP-31_b,Ground,Euler,r,,2010-04-15,2011A&A...531A..60A
WASP-31_b,TESS,SPOC,TESS,,,
WASP-31_b,TESS,SPOC,TESS,,,
WASP-31_b,TESS,SPOC,TESS,,,
WASP-32_b,TESS,SPOC,TESS,,,
WASP-32_b,TESS,SPOC,TESS,,,
WASP-33_b,Ground,GTC10,unknown,,2014-08-09,2018AcA....68..371M
WASP-33_b,Ground,GTC10,unknown,,2014-08-31,2018AcA....68..371M
WASP-33_b,Ground,PIW0.6,BB500,,2016-12-30,2018AcA....68..371M
WASP-33_b,Ground,PIW0.6,BB500,,2017-01-10,2018AcA....68..371M
WASP-33_b,Ground,PIW0.6,BB500,,2017-09-19,2018AcA....68..371M
WASP-33_b,Ground,BIA0.6,V,,2017-09-30,2018AcA....68..371M
WASP-33_b,Ground,PIW0.6,BB500,,2017-11-17,2018AcA....68..371M
WASP-33_b,Ground,PIW0.6,BB500,,2018-09-20,2018AcA....68..371M
WASP-33_b,Ground,PIW0.6,BB500,,2018-10-11,2018AcA....68..371M
WASP-33_b,Ground,PIW0.6,BB500,,2018-10-12,2018AcA....68..371M
WASP-33_b,Ground,JEN0.9,V,,2018-11-07,2018AcA....68..371M
WASP-33_b,Ground,JEN0.9,V,,2018-11-13,2018AcA....68..371M
WASP-33_b,TESS,SPOC,TESS,,,
WASP-33_b,TESS,SPOC,TESS,,,
WASP-33_b,TESS,QLP,TESS,,,
WASP-35_b,TESS,SPOC,TESS,,,
WASP-35_b,TESS,SPOC,TESS,,,
WASP-35_b,TESS,QLP,TESS,,,
WASP-38_b,Ground,WASP38FTN,Sloanz,,2010-05-19,2011A&A...525A..54B
WASP-38_b,Ground,TK08,R,,2010-06-09,2011A&A...525A..54B
WASP-38_b,Ground,WASP38TK08,Sloani,,2010-06-09,2011A&A...525A..54B
WASP-38_b,Ground,WASP38TK15,Sloani,,2010-06-15,2011A&A...525A..54B
WASP-38_b,Ground,WASP38RISE,V,,2010-06-15,2011A&A...525A..54B
WASP-38_b,Ground,60cm,R,,2016-05-12,2021ApJS..255...15W
WASP-38_b,Ground,WASP38TEMPVI,R,,2016-05-12,2021ApJS..255...15W
WASP-39_b,Ground,FTN,z,,2010-05-18,2011A&A...531A..40F
WASP-39_b,Ground,Euler,r,,2010-07-10,2011A&A...531A..40F
WASP-39_b,Ground,SPM-0.84m,I,,2014-03-17,2015PASP..127..143R
WASP-39_b,Ground,SPM-2.12m,U,,2014-03-17,2015PASP..127..143R
WASP-39_b,Ground,SPM-0.84m,R,,2014-03-21,2015PASP..127..143R
WASP-39_b,TESS,SPOC,TESS,,,
WASP-39_b,TESS,QLP,TESS,,,
WASP-3_b,Kepler/K2,KeplerCam,Kepler,,,2010ApJ_715_421T
WASP-3_b,Kepler/K2,KeplerCam,Kepler,,,2010ApJ_715_421T
WASP-3_b,Kepler/K2,KeplerCam,Kepler,,,2010ApJ_715_421T
WASP-3_b,Ground,OPTIC,z,,2008-07-13,2010ApJ_715_421T
WASP-3_b,Kepler/K2,KeplerCam,Kepler,,,2010ApJ_715_421T
WASP-3_b,Kepler/K2,KeplerCam,Kepler,,,2010ApJ_715_421T
WASP-3_b,Ground,Maciejewski2010,R,,2009-07-28,2010MNRAS.407.2625M
WASP-3_b,Ground,Maciejewski2010,R,,2009-08-21,2010MNRAS.407.2625M
WASP-3_b,Ground,Maciejewski2010,R,,2009-09-03,2010MNRAS.407.2625M
WASP-3_b,Ground,FLWO1.2m,i,,2009-09-24,2013AJ....146..147M
WASP-3_b,Ground,Rozhen0.6m,I,,2010-05-25,2013AJ....146..147M
WASP-3_b,Ground,Rozhen0.6m,I,,2010-06-07,2013AJ....146..147M
WASP-3_b,Ground,Rozhen2.0m,I,,2010-06-07,2013AJ....146..147M
WASP-3_b,Ground,Swarthm.0.6m,I,,2010-06-15,2013AJ....146..147M
WASP-3_b,Ground,FLWO1.2m,r,,2010-06-15,2013AJ....146..147M
WASP-3_b,Ground,Ankara0.4m,R,,2010-06-18,2013AJ....146..147M
WASP-3_b,Ground,FLWO1.2m,r,,2010-06-26,2013AJ....146..147M
WASP-3_b,Ground,Swarthm.0.6m,I,,2010-07-09,2013AJ....146..147M
WASP-3_b,Ground,CAO2.2m,R,,2010-07-24,2013AJ....146..147M
WASP-3_b,Ground,CAO2.2m,R,,2010-08-05,2013AJ....146..147M
WASP-3_b,Ground,CAO2.2m,R,,2010-08-06,2013AJ....146..147M
WASP-3_b,Ground,Swarthm.0.6m,I,,2010-08-28,2013AJ....146..147M
WASP-3_b,Ground,CAO2.2m,R,,2010-08-29,2013AJ....146..147M
WASP-3_b,Ground,CAO2.2m,R,,2010-08-30,2013AJ....146..147M
WASP-3_b,Ground,CAO2.2m,R,,2010-09-11,2013AJ....146..147M
WASP-3_b,Ground,Trebur1.2m,R,,2010-09-11,2013AJ....146..147M
WASP-3_b,Ground,Jena0.9m,R,,2011-04-03,2013AJ....146..147M
WASP-3_b,Ground,Jena0.9m,R,,2011-05-09,2013AJ....146..147M
WASP-3_b,Ground,Jena0.9m,R,,2011-05-10,2013AJ....146..147M
WASP-3_b,Ground,FLWO1.2m,i,,2011-05-17,2013AJ....146..147M
WASP-3_b,Ground,Trebur1.2m,R,,2011-06-02,2013AJ....146..147M
WASP-3_b,Ground,Trebur1.2m,R,,2011-06-03,2013AJ....146..147M
WASP-3_b,Ground,OSN1.5m,R,,2011-06-15,2013AJ....146..147M
WASP-3_b,Ground,Trebur1.2m,R,,2011-06-26,2013AJ....146..147M
WASP-3_b,Ground,Trebur1.2m,R,,2011-06-27,2013AJ....146..147M
WASP-3_b,Ground,Swarthm.0.6m,r,,2011-07-06,2013AJ....146..147M
WASP-3_b,Ground,Ankara0.4m,R,,2011-07-22,2013AJ....146..147M
WASP-3_b,Ground,OSN1.5m,R,,2011-08-14,2013AJ....146..147M
WASP-3_b,Ground,CAO1.2m,R,,2011-08-26,2013AJ....146..147M
WASP-3_b,Ground,OSN1.5m,R,,2011-08-26,2013AJ....146..147M
WASP-3_b,Ground,CAO1.2m,R,,2011-08-27,2013AJ....146..147M
WASP-3_b,Ground,OSN1.5m,R,,2011-08-27,2013AJ....146..147M
WASP-3_b,Ground,OSN1.5m,R,,2011-09-08,2013AJ....146..147M
WASP-3_b,Ground,Jena0.9m,R,,2011-10-02,2013AJ....146..147M
WASP-3_b,Ground,OSN1.5m,R,,2011-10-02,2013AJ....146..147M
WASP-3_b,Ground,Trebur1.2m,R,,2011-10-02,2013AJ....146..147M
WASP-3_b,Ground,Herg.-Hall.0.2m,clear,,2011-10-15,2013AJ....146..147M
WASP-3_b,Ground,Maciejewski,R,,2017-04-30,2018IBVS.6243....1M
WASP-3_b,Ground,Maciejewski,R,,2018-04-15,2018IBVS.6243....1M
WASP-3_b,TESS,SPOC,TESS,,,
WASP-3_b,TESS,SPOC,TESS,,,
WASP-41_b,Ground,OCA82,R,,2011-02-07,2016MNRAS.457.4205S
WASP-41_b,Ground,TRAPPIST,Iz,,2011-03-22,2016A&A...586A..93N
WASP-41_b,Ground,TRAPPIST,Iz,,2011-04-03,2016A&A...586A..93N
WASP-41_b,Ground,FTS,z,,2011-04-12,2016A&A...586A..93N
WASP-41_b,Ground,TRAPPIST,Iz,,2011-05-13,2016A&A...586A..93N
WASP-41_b,Ground,OCA82,clear,,2012-01-21,2016MNRAS.457.4205S
WASP-41_b,Ground,TRAPPIST,Iz,,2012-03-10,2016A&A...586A..93N
WASP-41_b,Ground,TRAPPIST,Iz,,2013-04-20,2016A&A...586A..93N
WASP-41_b,Ground,Danish,R,,2013-04-20,2016A&A...586A..93N
WASP-41_b,Ground,Danish,R,,2013-04-26,2016A&A...586A..93N
WASP-41_b,Ground,Danish-1.54m,I,,2014-05-31,2016MNRAS.457.4205S
WASP-41_b,Ground,Danish-1.54m,I,,2015-05-11,2016MNRAS.457.4205S
WASP-41_b,Ground,Danish-1.54m,I,,2015-05-14,2016MNRAS.457.4205S
WASP-41_b,Ground,Danish-1.54m,I,,2015-05-17,2016MNRAS.457.4205S
WASP-41_b,TESS,SPOC,TESS,,,
WASP-41_b,TESS,SPOC,TESS,,,
WASP-41_b,TESS,SPOC,TESS,,,
WASP-43_b,Ground,AZT-11,R,,2012-03-24,2016AJ....151...17J
WASP-43_b,Ground,SPM-0.84m,R,,2014-02-13,2015PASP..127..143R
WASP-43_b,Ground,SPM-0.84m,R,,2014-03-07,2015PASP..127..143R
WASP-43_b,Ground,SPM-1.50m,i,,2014-03-07,2015PASP..127..143R
WASP-43_b,Ground,P60,R,,2014-03-12,2016AJ....151...17J
WASP-43_b,Ground,P60,R,,2014-03-16,2016AJ....151...17J
WASP-43_b,Ground,SPM-0.84m,V,,2014-03-21,2015PASP..127..143R
WASP-43_b,Ground,SPM-1.50m,i,,2014-03-29,2015PASP..127..143R
WASP-43_b,Ground,P60,R,,2014-04-07,2016AJ....151...17J
WASP-43_b,Ground,SPM-0.84m,I,,2014-05-12,2015PASP..127..143R
WASP-43_b,Ground,P60,R,,2014-12-24,2016AJ....151...17J
WASP-43_b,Ground,P60,R,,2015-01-06,2016AJ....151...17J
WASP-43_b,Ground,P60,R,,2015-01-15,2016AJ....151...17J
WASP-43_b,Ground,P60,R,,2015-01-19,2016AJ....151...17J
WASP-43_b,Ground,60cm,R,,2016-01-09,2021ApJS..255...15W
WASP-43_b,Ground,60cm,R,,2016-01-18,2021ApJS..255...15W
WASP-43_b,Ground,60cm,R,,2016-02-14,2021ApJS..255...15W
WASP-43_b,Ground,Schmidt,R,,2016-02-14,2021ApJS..255...15W
WASP-43_b,Ground,Schmidt,R,,2016-03-29,2021ApJS..255...15W
WASP-43_b,Ground,Schmidt,R,,2016-11-27,2021ApJS..255...15W
WASP-43_b,Ground,Schmidt,R,,2017-03-13,2021ApJS..255...15W
WASP-43_b,Ground,Schmidt,R,,2017-03-26,2021ApJS..255...15W
WASP-43_b,TESS,SPOC,TESS,,,
WASP-43_b,TESS,SPOC,TESS,,,
WASP-43_b,TESS,SPOC,TESS,,,
WASP-43_b,TESS,QLP,TESS,,,
WASP-44_b,Ground,EulerCam,r,,2010-09-14,2012MNRAS.422.1988A
WASP-44_b,Ground,WFC/INT-2.5m,r,,2011-09-03,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,g,,2011-10-02,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,i,,2011-10-02,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,r,,2011-10-02,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,z,,2011-10-02,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,g,,2011-10-07,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,i,,2011-10-07,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,r,,2011-10-07,2013MNRAS.430.2932M
WASP-44_b,Ground,GROND/MPG-ESO-2.2m,z,,2011-10-07,2013MNRAS.430.2932M
WASP-44_b,TESS,SPOC,TESS,,,
WASP-45_b,Ground,EulerCam,r,,2010-09-11,2012MNRAS.422.1988A
WASP-45_b,Ground,TRAPPIST,Iz,,2010-12-17,2012MNRAS.422.1988A
WASP-45_b,TESS,SPOC,TESS,,,
WASP-45_b,TESS,SPOC,TESS,,,
WASP-45_b,TESS,SPOC,TESS,,,
WASP-47_b,TESS,SPOC,TESS,,,
WASP-47_b,Ground,REM,g,,2021-09-25,2023A&A...673A..42N
WASP-47_b,Ground,REM,i,,2021-09-25,2023A&A...673A..42N
WASP-47_b,Ground,REM,r,,2021-09-25,2023A&A...673A..42N
WASP-47_b,Kepler/K2,Kepler1800,Kepler,,,
WASP-47_b,TESS,QLP,TESS,,,
WASP-48_b,Ground,Loiano,r,,2011-05-23,2015A&A...577A..54C
WASP-48_b,Ground,Loiano,r,,2011-05-25,2015A&A...577A..54C
WASP-48_b,Ground,Loiano,r,,2011-05-26,2015A&A...577A..54C
WASP-48_b,Ground,CalarAlto,clear,,2011-08-24,2015A&A...577A..54C
WASP-48_b,Ground,BUSCA,g,,2011-08-24,2015A&A...577A..54C
WASP-48_b,Ground,BUSCA,r,,2011-08-24,2015A&A...577A..54C
WASP-48_b,Ground,BUSCA,u,,2011-08-24,2015A&A...577A..54C
WASP-48_b,Ground,BUSCA,z,,2011-08-24,2015A&A...577A..54C
WASP-48_b,Ground,CalarAlto,clear,,2012-09-12,2015A&A...577A..54C
WASP-48_b,Ground,CalarAlto,clear,,2013-07-24,2015A&A...577A..54C
WASP-48_b,Ground,CalarAlto,clear,,2013-07-25,2015A&A...577A..54C
WASP-48_b,Ground,CalarAlto,clear,,2014-06-02,2015A&A...577A..54C
WASP-48_b,Ground,CalarAlto,clear,,2014-06-03,2015A&A...577A..54C
WASP-48_b,TESS,SPOC,TESS,,,
WASP-48_b,TESS,SPOC,TESS,,,
WASP-48_b,TESS,SPOC,TESS,,,
WASP-48_b,TESS,QLP,TESS,,,
WASP-4_b,Ground,EulerCam,R,,2007-09-25,2008ApJ_675L_113W
WASP-4_b,Ground,FORS2,z,,2007-10-23,2009A_A_496_259G
WASP-4_b,Ground,Danish-1.5m/DFOSC,R,,2008-08-19,2009MNRAS.399..287S
WASP-4_b,Ground,Magellan/Baade,z,,2008-08-19,2011ApJ...733..127S
WASP-4_b,Ground,Danish-1.5m/DFOSC,R,,2008-08-23,2009MNRAS.399..287S
WASP-4_b,Ground,Danish-1.5m/DFOSC,R,,2008-09-23,2009MNRAS.399..287S
WASP-4_b,Ground,Danish-1.5m/DFOSC,R,,2008-10-01,2009MNRAS.399..287S
WASP-4_b,Ground,Magellan/Baade,z,,2008-10-09,2011ApJ...733..127S
WASP-4_b,Ground,Magellan/Baade,z,,2009-08-02,2011ApJ...733..127S
WASP-4_b,Ground,Magellan/Baade,z,,2009-08-06,2011ApJ...733..127S
WASP-4_b,Ground,Magellan/Baade,z,,2009-08-10,2011ApJ...733..127S
WASP-4_b,Ground,Magellan/Baade,z,,2009-09-26,2011ApJ...733..127S
WASP-4_b,TESS,SPOC,TESS,,,
WASP-4_b,TESS,SPOC,TESS,,,
WASP-50_b,Ground,TRAPPIST,Iz,,2010-12-24,2011A&A...533A..88G
WASP-50_b,Ground,TRAPPIST,Iz,,2010-12-26,2011A&A...533A..88G
WASP-50_b,Ground,Euler,r,,2010-12-26,2011A&A...533A..88G
WASP-50_b,Ground,TRAPPIST,Iz,,2010-12-28,2011A&A...533A..88G
WASP-50_b,TESS,SPOC,TESS,,,
WASP-50_b,TESS,SPOC,TESS,,,
WASP-52_b,Ground,Zeiss-1.23m,R,,2013-07-06,2017MNRAS.465..843M
WASP-52_b,Ground,Cassini-1.52m,r,,2013-09-14,2017MNRAS.465..843M
WASP-52_b,Ground,Zeiss-1.23m,R,,2013-10-20,2017MNRAS.465..843M
WASP-52_b,Ground,Danish-1.54m,R,,2014-07-24,2017MNRAS.465..843M
WASP-52_b,Ground,MPG-2.2m/GROND,g,,2014-07-24,2017MNRAS.465..843M
WASP-52_b,Ground,MPG-2.2m/GROND,i,,2014-07-24,2017MNRAS.465..843M
WASP-52_b,Ground,MPG-2.2m/GROND,r,,2014-07-24,2017MNRAS.465..843M
WASP-52_b,Ground,MPG-2.2m/GROND,z,,2014-07-24,2017MNRAS.465..843M
WASP-52_b,Ground,Danish-1.54m,R,,2014-08-07,2017MNRAS.465..843M
WASP-52_b,Ground,Danish-1.54m,R,,2014-08-21,2017MNRAS.465..843M
WASP-52_b,Ground,Danish-1.54m,R,,2014-09-04,2017MNRAS.465..843M
WASP-52_b,Ground,Zeiss-1.23m,I,,2014-09-06,2017MNRAS.465..843M
WASP-52_b,Ground,GTC/OSIRIS,clear,,2015-08-28,2017A&A...600L..11C
WASP-52_b,Ground,GTC/OSIRIS,clear,,2015-08-29,2017A&A...600L..11C
WASP-52_b,Ground,60cm,R,,2016-01-12,2021ApJS..255...15W
WASP-52_b,Ground,Schmidt,R,,2016-10-09,2021ApJS..255...15W
WASP-52_b,TESS,QLP,TESS,,,
WASP-53_b,Ground,EulerCam,r,,2011-07-22,2017MNRAS_467_1714T
WASP-53_b,Ground,TRAPPIST,BB,,2011-09-13,2017MNRAS_467_1714T
WASP-53_b,Ground,EulerCam,r,,2011-09-23,2017MNRAS_467_1714T
WASP-53_b,Ground,EFOSC2,r,,2011-10-26,2017MNRAS_467_1714T
WASP-53_b,Ground,TRAPPIST,BB,,2012-07-30,2017MNRAS_467_1714T
WASP-53_b,Ground,EulerCam,r,,2012-10-11,2017MNRAS_467_1714T
WASP-53_b,Ground,TRAPPIST,Iz,,2012-11-03,2017MNRAS_467_1714T
WASP-53_b,Ground,EulerCam,r,,2012-12-03,2017MNRAS_467_1714T
WASP-53_b,TESS,SPOC,TESS,,,
WASP-53_b,TESS,SPOC,TESS,,,
WASP-54_b,TESS,SPOC,TESS,,,
WASP-59_b,TESS,SPOC,TESS,,,
WASP-59_b,TESS,QLP,TESS,,,
WASP-5_b,Ground,Danish-1.54m/DFOSC,R,,2008-08-29,2009MNRAS.396.1023S
WASP-5_b,Ground,Danish-1.54m/DFOSC,R,,2008-09-21,2009MNRAS.396.1023S
WASP-5_b,TESS,SPOC,TESS,,,
WASP-5_b,TESS,SPOC,TESS,,,
WASP-60_b,Ground,Schmidt,R,,2013-11-11,2021ApJS..255...15W
WASP-60_b,Ground,CA-1.23m,Cousins_I,,2014-10-21,2018A&A...613A..41M
WASP-60_b,TESS,SPOC,TESS,,,
WASP-61_b,TESS,SPOC,TESS,,,
WASP-61_b,TESS,SPOC,TESS,,,
WASP-61_b,TESS,QLP,TESS,,,
WASP-62_b,TESS,SPOC,TESS,,,
WASP-62_b,TESS,SPOC,TESS,,,
WASP-62_b,TESS,SPOC,TESS,,,
WASP-62_b,TESS,QLP,TESS,,,
WASP-66_b,TESS,SPOC,TESS,,,
WASP-66_b,TESS,SPOC,TESS,,,
WASP-66_b,TESS,SPOC,TESS,,,
WASP-69_b,Ground,EulerCam,r,,2011-10-11,2014MNRAS.445.1114A
WASP-69_b,Ground,TRAPPIST,z,,2012-05-22,2014MNRAS.445.1114A
WASP-69_b,TESS,SPOC,TESS,,,
WASP-69_b,TESS,SPOC,TESS,,,
WASP-69_b,TESS,QLP,TESS,,,
WASP-6_b,Ground,FTS,i,,2007-11-20,2009A&A...501..785G
WASP-6_b,Ground,LT-RISE,VR,,2008-07-26,2009A&A...501..785G
WASP-6_b,Ground,LT-RISE,VR,,2008-08-12,2009A&A...501..785G
WASP-6_b,Ground,Danish-1.54m,R,,2009-06-27,2015MNRAS.450.1760T
WASP-6_b,Ground,Danish-1.54m,R,,2009-08-03,2015MNRAS.450.1760T
WASP-6_b,Ground,Danish-1.54m,R,,2009-08-30,2015MNRAS.450.1760T
WASP-6_b,Ground,Danish-1.54m,R,,2010-08-01,2015MNRAS.450.1760T
WASP-6_b,TESS,SPOC,TESS,,,
WASP-6_b,TESS,SPOC,TESS,,,
WASP-6_b,TESS,SPOC,TESS,,,
WASP-71_b,Ground,TRAPPIST,Iz,,2011-09-27,2013A&A...552A.120S
WASP-71_b,TESS,SPOC,TESS,,,
WASP-71_b,TESS,SPOC,TESS,,,
WASP-72_b,Ground,TRAPPIST,Iz,,2011-01-22,2013A&A...552A..82G
WASP-72_b,Ground,TRAPPIST,BB,,2011-10-26,2013A&A...552A..82G
WASP-72_b,Ground,TRAPPIST,Iz,,2011-12-05,2013A&A...552A..82G
WASP-72_b,Ground,TRAPPIST,Iz,,2012-11-17,2013A&A...552A..82G
WASP-72_b,Ground,Euler,r,,2012-11-17,2013A&A...552A..82G
WASP-72_b,Ground,TRAPPIST,Iz,,2012-12-07,2013A&A...552A..82G
WASP-72_b,TESS,SPOC,TESS,,,
WASP-72_b,TESS,SPOC,TESS,,,
WASP-74_b,Ground,Danish-1.54m,I,,2015-05-31,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,I,,2015-06-15,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,I,,2015-06-30,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,I,,2015-07-15,2019MNRAS.485.5168M
WASP-74_b,Ground,CA-1.23m,I,,2015-07-28,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,I,,2015-08-29,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,I,,2015-09-13,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,I,,2015-09-28,2019MNRAS.485.5168M
WASP-74_b,Ground,MPG-2.2m/GROND,H,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,MPG-2.2m/GROND,J,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,MPG-2.2m/GROND,K,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,U,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,MPG-2.2m/GROND,g,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,MPG-2.2m/GROND,i,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,MPG-2.2m/GROND,r,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,MPG-2.2m/GROND,z,,2016-07-06,2019MNRAS.485.5168M
WASP-74_b,Ground,Danish-1.54m,U,,2017-08-27,2019MNRAS.485.5168M
WASP-74_b,Ground,CA_1_23m,B,,2017-09-08,2019MNRAS.485.5168M
WASP-74_b,Ground,MuSCAT2,g,,2018-07-17,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,i,,2018-07-17,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,r,,2018-07-17,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,z,,2018-07-17,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,g,,2018-08-16,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,i,,2018-08-16,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,r,,2018-08-16,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,z,,2018-08-16,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,g,,2018-08-31,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,i,,2018-08-31,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,r,,2018-08-31,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,z,,2018-08-31,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,g,,2019-06-25,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,i,,2019-06-25,2020A&A...642A..50L
WASP-74_b,Ground,MuSCAT2,r,,2019-06-25,2020A&A...642A..50L
WASP-74_b,TESS,SPOC,TESS,,,
WASP-76_b,Ground,Euler/TRAPPIST,I,,2011-11-07,2016A&A...585A.126W
WASP-76_b,Ground,Euler/TRAPPIST,r,,2012-10-14,2016A&A...585A.126W
WASP-76_b,Ground,Euler/TRAPPIST,I,,2012-11-01,2016A&A...585A.126W
WASP-76_b,TESS,SPOC,TESS,,,
WASP-77A_b,Ground,TraMoS,R,,2015-09-30,2020A&A...636A..98C
WASP-77A_b,Ground,TraMoS,R,,2015-10-04,2020A&A...636A..98C
WASP-77A_b,Ground,TraMoS,I,,2016-09-27,2020A&A...636A..98C
WASP-77A_b,Ground,TraMoS,I,,2016-10-08,2020A&A...636A..98C
WASP-77A_b,Ground,TraMoS,B,,2017-10-02,2020A&A...636A..98C
WASP-77A_b,TESS,SPOC,TESS,,,
WASP-77A_b,TESS,SPOC,TESS,,,
WASP-78_b,Ground,TRAPPIST,BB,,2011-11-08,2012A&A...547A..61S
WASP-78_b,Ground,TRAPPIST,BB,,2011-12-15,2012A&A...547A..61S
WASP-78_b,Ground,TRAPPIST,BB,,2012-01-08,2012A&A...547A..61S
WASP-78_b,TESS,SPOC,TESS,,,
WASP-79_b,Ground,TRAPPIST,z,,2011-09-26,2012A&A...547A..61S
WASP-79_b,TESS,SPOC,TESS,,,
WASP-79_b,TESS,SPOC,TESS,,,
WASP-7_b,Ground,Danish1.5m,I,,2010-09-07,2011A&A...527A...8S
WASP-7_b,TESS,SPOC,TESS,,,
WASP-7_b,TESS,SPOC,TESS,,,
WASP-7_b,TESS,SPOC,TESS,,,
WASP-80_b,Ground,TRAPPIST,z,,2012-05-07,2013A&A...551A..80T
WASP-80_b,Ground,EulerCam,r,,2012-07-26,2013A&A...551A..80T
WASP-80_b,Ground,TRAPPIST,z,,2012-09-10,2013A&A...551A..80T
